gene,mean_exprs,type_border,bs
gene_53,0.39477726566666665,a_TRUE,NA
gene_53,1.614678899,b_TRUE,NA
gene_53,1.184331797,a_FALSE,2.005722904
gene_53,4.844036697,b_FALSE,6.192693776
gene_54,0.4693572496666667,a_TRUE,NA
gene_54,0.5299539169999999,b_TRUE,NA
gene_54,1.408071749,a_FALSE,3.498857099
gene_54,1.589861751,b_FALSE,3.100273796
gene_55,0.623655914,a_TRUE,NA
gene_55,0.530120482,b_TRUE,NA
gene_55,1.870967742,a_FALSE,1.541272
gene_55,1.590361446,b_FALSE,12.83519558
gene_56,0.478978979,a_TRUE,NA
gene_56,0.569514238,b_TRUE,NA
gene_56,1.436936937,a_FALSE,2.130828384
gene_56,1.708542714,b_FALSE,9.445688439
gene_57,0.5255813953333334,a_TRUE,NA
gene_57,0.7093023256666666,b_TRUE,NA
gene_57,1.576744186,a_FALSE,6.351989894
gene_57,2.127906977,b_FALSE,11.72750667
gene_58,0.44295302000000003,a_TRUE,NA
gene_58,1.0995670996666667,b_TRUE,NA
gene_58,1.32885906,a_FALSE,5.972243
gene_58,3.298701299,b_FALSE,9.458209495
gene_59,0.36798679866666667,a_TRUE,NA
gene_59,0.5885416666666666,b_TRUE,NA
gene_59,1.103960396,a_FALSE,4.526624393
gene_59,1.765625,b_FALSE,3.670354369
gene_6,0.569514238,a_TRUE,NA
gene_6,4.059907833333333,b_TRUE,NA
gene_6,1.708542714,a_FALSE,9.445688439
gene_6,12.1797235,b_FALSE,8.856036378
gene_60,0.562998405,a_TRUE,NA
gene_60,0.4217054263333333,b_TRUE,NA
gene_60,1.688995215,a_FALSE,1.14948364
gene_60,1.265116279,b_FALSE,2.170894137
gene_61,1.287878788,a_TRUE,NA
gene_61,1.4875,b_TRUE,NA
gene_61,3.863636364,a_FALSE,3.449761866
gene_61,4.4625,b_FALSE,20.02477911
gene_62,6.422839506666667,a_TRUE,NA
gene_62,1.170771757,b_TRUE,NA
gene_62,19.26851852,a_FALSE,24.5653132
gene_62,3.512315271,b_FALSE,5.50175117
gene_63,0.6272401433333333,a_TRUE,NA
gene_63,1.2843137253333332,b_TRUE,NA
gene_63,1.88172043,a_FALSE,13.89226548
gene_63,3.852941176,b_FALSE,8.193994191
gene_64,1.5156950673333334,a_TRUE,NA
gene_64,0.76911315,b_TRUE,NA
gene_64,4.547085202,a_FALSE,2.35253056
gene_64,2.30733945,b_FALSE,1.720488282
gene_65,0.846846847,a_TRUE,NA
gene_65,0.611620795,b_TRUE,NA
gene_65,2.540540541,a_FALSE,5.198330837
gene_65,1.834862385,b_FALSE,27.2687067
gene_66,9.339312406666666,a_TRUE,NA
gene_66,0.7227414329999999,b_TRUE,NA
gene_66,28.01793722,a_FALSE,58.52827092
gene_66,2.168224299,b_FALSE,5.31962567
gene_67,1.9247311826666669,a_TRUE,NA
gene_67,0.3384094753333333,b_TRUE,NA
gene_67,5.774193548,a_FALSE,3.313925863
gene_67,1.015228426,b_FALSE,1.802560136
gene_68,1.3480662983333334,a_TRUE,NA
gene_68,0.37936507933333335,b_TRUE,NA
gene_68,4.044198895,a_FALSE,16.47044896
gene_68,1.138095238,b_FALSE,1.885274451
gene_69,1.0105580693333334,a_TRUE,NA
gene_69,0.7194570136666667,b_TRUE,NA
gene_69,3.031674208,a_FALSE,3.623163152
gene_69,2.158371041,b_FALSE,2.40009221
gene_7,0.5176767676666666,a_TRUE,NA
gene_7,0.4155455903333333,b_TRUE,NA
gene_7,1.553030303,a_FALSE,22.1505081
gene_7,1.246636771,b_FALSE,2.820002707
gene_70,0.5545023696666667,a_TRUE,NA
gene_70,0.3587301586666667,b_TRUE,NA
gene_70,1.663507109,a_FALSE,1.130372646
gene_70,1.076190476,b_FALSE,5.795133411
gene_71,1.2205882353333333,a_TRUE,NA
gene_71,0.579564489,b_TRUE,NA
gene_71,3.661764706,a_FALSE,8.337422416
gene_71,1.738693467,b_FALSE,3.118933351
gene_72,0.5857142856666667,a_TRUE,NA
gene_72,0.511326861,b_TRUE,NA
gene_72,1.757142857,a_FALSE,3.379848246
gene_72,1.533980583,b_FALSE,5.655132063
gene_73,1.640909091,a_TRUE,NA
gene_73,1.5625942683333334,b_TRUE,NA
gene_73,4.922727273,a_FALSE,5.18280929
gene_73,4.687782805,b_FALSE,5.426595843
gene_74,0.553366174,a_TRUE,NA
gene_74,1.154513889,b_TRUE,NA
gene_74,1.660098522,a_FALSE,2.183582716
gene_74,3.463541667,b_FALSE,5.715272589
gene_75,0.4444444443333333,a_TRUE,NA
gene_75,0.7268518519999999,b_TRUE,NA
gene_75,1.333333333,a_FALSE,2.208586051
gene_75,2.180555556,b_FALSE,2.480917903
gene_76,0.4625199363333334,a_TRUE,NA
gene_76,0.41860465100000005,b_TRUE,NA
gene_76,1.387559809,a_FALSE,4.082162378
gene_76,1.255813953,b_FALSE,1.6748056629999999
gene_77,1.2678843226666667,a_TRUE,NA
gene_77,0.3366013073333333,b_TRUE,NA
gene_77,3.803652968,a_FALSE,3.617241951
gene_77,1.009803922,b_FALSE,2.779879238
gene_78,0.46024464833333334,a_TRUE,NA
gene_78,1.2333333333333334,b_TRUE,NA
gene_78,1.380733945,a_FALSE,2.430869545
gene_78,3.7,b_FALSE,14.04214502
gene_79,0.6509433963333333,a_TRUE,NA
gene_79,0.5567765566666667,b_TRUE,NA
gene_79,1.952830189,a_FALSE,2.827459532
gene_79,1.67032967,b_FALSE,4.978786023
gene_8,0.737984496,a_TRUE,NA
gene_8,0.8969072163333333,b_TRUE,NA
gene_8,2.213953488,a_FALSE,21.77853212
gene_8,2.690721649,b_FALSE,6.924379208
gene_80,7.15625,a_TRUE,NA
gene_80,2.099145299,b_TRUE,NA
gene_80,21.46875,a_FALSE,11.71797067
gene_80,6.297435897,b_FALSE,6.022377122
gene_81,0.56006006,a_TRUE,NA
gene_81,1.2625215890000001,b_TRUE,NA
gene_81,1.68018018,a_FALSE,1.485487001
gene_81,3.787564767,b_FALSE,9.562925999
gene_82,0.43100775199999997,a_TRUE,NA
gene_82,5.901785713333333,b_TRUE,NA
gene_82,1.293023256,a_FALSE,1.658022408
gene_82,17.70535714,b_FALSE,12.83826937
gene_83,1.441077441,a_TRUE,NA
gene_83,1.0648567119999999,b_TRUE,NA
gene_83,4.323232323,a_FALSE,9.727955309
gene_83,3.194570136,b_FALSE,2.19003071
gene_84,0.6456456456666667,a_TRUE,NA
gene_84,0.5242566510000001,b_TRUE,NA
gene_84,1.936936937,a_FALSE,3.689089396
gene_84,1.572769953,b_FALSE,5.119291097
gene_85,1.12012012,a_TRUE,NA
gene_85,0.5285285286666667,b_TRUE,NA
gene_85,3.36036036,a_FALSE,3.199367088
gene_85,1.585585586,b_FALSE,2.047198664
gene_86,0.3564814813333333,a_TRUE,NA
gene_86,0.3512195123333333,b_TRUE,NA
gene_86,1.069444444,a_FALSE,3.012759564
gene_86,1.053658537,b_FALSE,3.675903577
gene_87,0.4119496856666667,a_TRUE,NA
gene_87,0.882629108,b_TRUE,NA
gene_87,1.235849057,a_FALSE,2.338770778
gene_87,2.647887324,b_FALSE,6.080775796
gene_88,10.260273973333334,a_TRUE,NA
gene_88,4.547085203333333,b_TRUE,NA
gene_88,30.78082192,a_FALSE,89.49071578
gene_88,13.64125561,b_FALSE,13.02065199
gene_89,0.3648148146666667,a_TRUE,NA
gene_89,1.615151515,b_TRUE,NA
gene_89,1.094444444,a_FALSE,2.829194784
gene_89,4.845454545,b_FALSE,8.263115361
gene_9,0.353870458,a_TRUE,NA
gene_9,5.453869046666667,b_TRUE,NA
gene_9,1.061611374,a_FALSE,3.062815225
gene_9,16.36160714,b_FALSE,38.04309029
gene_90,5.177083333333333,a_TRUE,NA
gene_90,1.7098214286666666,b_TRUE,NA
gene_90,15.53125,a_FALSE,16.97925027
gene_90,5.129464286,b_FALSE,2.691616111
gene_91,0.42899850533333334,a_TRUE,NA
gene_91,0.4640522876666667,b_TRUE,NA
gene_91,1.286995516,a_FALSE,1.907005791
gene_91,1.392156863,b_FALSE,4.855680632
gene_92,0.9154929576666667,a_TRUE,NA
gene_92,2.485799701,b_TRUE,NA
gene_92,2.746478873,a_FALSE,3.205816621
gene_92,7.457399103,b_FALSE,10.00568479
gene_93,0.387345679,a_TRUE,NA
gene_93,0.8483412323333334,b_TRUE,NA
gene_93,1.162037037,a_FALSE,9.390254509
gene_93,2.545023697,b_FALSE,6.931797018
gene_94,1.9416282643333334,a_TRUE,NA
gene_94,0.8122065726666667,b_TRUE,NA
gene_94,5.824884793,a_FALSE,11.23860392
gene_94,2.436619718,b_FALSE,40.91432975
gene_95,6.0738993699999995,a_TRUE,NA
gene_95,2.5416666666666665,b_TRUE,NA
gene_95,18.22169811,a_FALSE,167.39407
gene_95,7.625,b_FALSE,8.920805726
gene_96,3.67313916,a_TRUE,NA
gene_96,6.515695066666667,b_TRUE,NA
gene_96,11.01941748,a_FALSE,74.77322157
gene_96,19.5470852,b_FALSE,11.03082847
gene_97,1.803030303,a_TRUE,NA
gene_97,0.40062597800000005,b_TRUE,NA
gene_97,5.409090909,a_FALSE,5.757653056
gene_97,1.201877934,b_FALSE,1.82307377
gene_98,0.583717358,a_TRUE,NA
gene_98,0.8447488583333334,b_TRUE,NA
gene_98,1.751152074,a_FALSE,3.333819194
gene_98,2.534246575,b_FALSE,1.967955589
gene_99,0.6372093023333333,a_TRUE,NA
gene_99,1.987767584,b_TRUE,NA
gene_99,1.911627907,a_FALSE,3.102360955
gene_99,5.963302752,b_FALSE,5.267356956
