gene,mean_exprs,bs,bs_conf
Topors,1.325,5.990246809,[ 5.99024681  3.67880731 10.2164963 ]
Tor1a,1.457399103,1.482255868,[1.48225587 1.10128811 1.95663289]
Tor1aip1,1.105769231,1.771520245,[1.71837464 1.24849705 2.34521561]
Tor1aip2,5.036363636,4.097801352,[4.09780135 3.36293095 5.01066987]
Tor1b,1.638888889,1.066916586,[1.00290159 0.72322127 1.32705527]
Tor2a,1.363636364,8.514567103,[ 8.5145671   5.33832514 14.17148767]
Tor3a,1.05,7.429458964,[ 7.42945896  3.81685186 18.37728595]
Tox4,1.638095238,1.866419705,[1.8664197  1.17897863 3.47757924]
Tpbg,1.678571429,1.582790561,[1.29788826 1.00804248 1.71384944]
Tpcn2,0.818627451,3.449184949,[3.44918495 1.86176558 6.35583668]
Tpd52,1.35046729,2.001591466,[2.06163921 1.56486126 2.74743885]
Tpd52l1,0.178571429,2.13573032,[2.0075865  1.11053524 3.94880721]
Tpd52l2,2.386363636,2.451288665,[2.45128866 1.47153812 4.14702962]
Tpm1,82.54464286,54.61692568,[54.61692568 43.01921105 63.12101595]
Tpm2,55.10526316,233.3613932,[233.36139317 186.42465738 294.81306239]
Tpm4,29.41517857,18.71613501,[18.71613501 13.91994932 24.05530203]
Tpmt,0.14375,3.946704976,[ 3.94670498  1.52880848 11.17918198]
Tpp1,1.69058296,3.079429008,[3.07942901 1.68308242 5.22396625]
Tpp2,1.923076923,2.616628545,[2.61662854 1.24320392 4.90729073]
Tppp,0.022727273,9.00255892,[9.00255892        NA        NA]
Tppp3,0.068493151,2.06336119,[2.06336119        NA        NA]
Tpr,9.96744186,11.13016523,[11.13016523  8.38949271 14.38271718]
Tpra1,0.852216749,2.671321757,[2.67132176 1.60533717 4.49153767]
Tprgl,3.393665158,3.211268352,[3.21126835 2.56123658 3.97090518]
Tpst1,0.412037037,1.783582818,[1.78358282 1.0579597  3.18790074]
Tpst2,3.825112108,2.99593144,[2.99593144 2.4208105  3.66462147]
Tpx2,1.687782805,10.16932389,[10.16932389  7.14396363 14.43085736]
Tra2a,1.971698113,1.632206479,[1.63220648 1.24870442 2.11913209]
Tra2b,5.21182266,10.26522902,[10.26522902  7.40120609 13.62704102]
Tradd,1.196261682,1.607851763,[1.60785176 1.18534157 2.18504345]
Traf2,0.853773585,2.712451338,[2.71245134 1.93638774 3.82744264]
Traf3,0.541666667,1.702337589,[1.70233759 0.8146689  5.34391145]
Traf3ip2,1.138095238,1.885274451,[1.88527445 1.37452599 2.58090302]
Traf6,0.370892019,1.002318764,[1.00231876 0.60407131 1.59634432]
Traf7,6.873493976,12.79670435,[12.79670435 10.21592897 16.28016043]
Trafd1,0.769607843,2.252011562,[2.18445121 1.5396726  3.15000675]
Traip,0.246575342,2.979755876,[2.97975588        NA        NA]
Trak2,0.73364486,2.025463339,[2.02546334 0.82789078 6.62090688]
Tram1,4.547085202,2.35253056,[2.35253056 1.90538453 2.89992688]
Tram1l1,0.418918919,6.600447116,[6.60044712        NA        NA]
Trap1,3.52195122,7.842965394,[ 7.84296539  5.52517856 11.20379497]
Trappc2l,8.375,4.222937076,[4.22293708 3.51960491 5.0791701 ]
Trappc3,2.073732719,1.023668762,[1.02366876 0.74614893 1.37183774]
Trappc5,2.75879397,4.375480258,[4.37548026 3.28726255 6.11893624]
Trappc6a,2.387387387,1.801388112,[1.80138811 1.41035137 2.29092898]
Trappc6b,3.752252252,5.926690932,[5.92669093 3.73162931 9.32521143]
Trdmt1,0.144144144,8.898601848,[8.89860185        NA        NA]
Trex1,1.052132701,2.68279577,[2.68279577 1.97733676 3.65894068]
Trf,0.049327354,1.199667463,[1.19966746        NA        NA]
Triap1,1.610859729,2.054004504,[2.0540045  1.54889268 2.65506189]
Trib1,0.581818182,1.439111574,[1.43911157 0.93603301 2.91931627]
Trib2,0.554216867,2.387074726,[2.38707473 1.5478814  3.77277917]
Trib3,0.816143498,5.308672143,[5.30867214 3.20892061 8.94375968]
Trim11,1.794258373,14.16166898,[14.16166898  6.70682326 40.31074715]
Trim12c,0.138095238,1.305396382,[1.30539638 0.63523368 2.71509057]
Trim13,0.482051282,1.186394824,[1.11521113 0.71939709 1.72988378]
Trim16,1.114427861,1.596122676,[1.59612268 1.15256371 2.18723328]
Trim2,1.073684211,2.788122085,[2.70447842 1.78131817 4.21001337]
Trim21,0.033492823,1.985818125,[1.98581813        NA        NA]
Trim24,0.38150289,1.35292099,[1.35292099 0.69401362 4.15551161]
Trim26,0.761904762,8.904436885,[ 8.90443688  4.90649095 16.00654365]
Trim27,2.393442623,12.72155778,[13.86649798  9.42130366 21.11250284]
Trim3,4.466367713,7.206952029,[7.20695203 5.2637821  9.65792988]
Trim35,3.798206278,3.551883816,[3.55188382 2.5132301  5.28352894]
Trim39,0.232044199,2.399639457,[2.25566109 1.2549028  4.40217702]
Trim41,0.595238095,1.255701947,[1.18035983 0.79749643 1.75569094]
Trim44,2.290502793,6.738993872,[ 6.73899387  4.42643574 10.17864435]
Trim47,2.1,6.843812171,[ 6.84381217  4.21662382 11.01330119]
Trim56,0.136986301,1.028396874,[1.02839687 0.49221649 2.10285317]
Trim59,1.792553191,8.047782156,[ 8.04778216  5.28485363 12.20677724]
Trim66,0.022522523,2.82082956,[2.82082956        NA        NA]
Trim71,0.03125,15.1013526,[15.1013526        NA        NA]
Trio,1.109090909,3.170134618,[3.17013462 1.72330397 6.26941928]
Triobp,1.599099099,1.664800611,[1.66480061 0.90829556 3.34915083]
Trip10,1.375,2.541360651,[2.92256475 1.77052193 4.71321885]
Trip11,1.133971292,2.206895681,[2.20689568 1.63592699 2.99206327]
Trip12,3.560209424,3.170859807,[3.45623719 2.77829269 4.43334264]
Trip13,0.697560976,7.920718179,[ 7.92071818  4.67904945 14.98735002]
Trip4,1.265306122,1.10304481,[1.10304481 0.78097186 1.52751458]
Trip6,3.931818182,4.980111106,[5.27891777 3.48649305 7.35098722]
Trit1,0.708737864,1.568499835,[1.56849984 1.08296853 2.26383474]
Trmt1,1.813953488,5.593674209,[ 5.59367421  2.80925871 10.20206619]
Trmt112,1.303921569,2.534282454,[2.53428245 1.90216032 3.43544573]
Trmt12,0.502262443,2.513650274,[2.51365027 1.04913453 8.41699565]
Trmt2a,1.120930233,1.790918758,[1.79091876 1.31880856 2.43368277]
Trmt2b,0.138157895,3.569242996,NA
Trmt5,0.486238532,1.442687414,[1.44268741 0.94917069 2.18108616]
Trmt6,1.958333333,3.555906336,[3.55590634 2.60815893 4.70160703]
Trmt61a,1.070422535,2.690764035,[2.69076404 1.54624059 4.55807611]
Trmu,0.497560976,2.600647132,[2.60064713 1.45008732 4.86672817]
Trnau1ap,1.970149254,3.339007114,[3.33900711 2.60586721 4.40760821]
Trnp1,0.718592965,2.07954247,[2.07954247 1.36689316 3.77830787]
Trnt1,1.23923445,1.195164974,[1.19516497 0.85023354 1.63947936]
Troap,0.21875,1.994774921,[1.93493167 1.11299025 3.49922975]
Trp53,5.1,2.453970446,[3.11654247 3.02130023 4.97423861]
Trp53bp2,0.557142857,2.27460132,[2.27460132 1.30700904 4.2093951 ]
Trp53i11,0.177033493,4.352489842,[4.35248984 2.18621843 9.67121479]
Trp53i13,0.708133971,1.997820256,[1.99782026 1.31353563 2.86626073]
Trp53inp1,1.064356436,2.950959495,[2.95095949 2.16547914 4.07218336]
Trp53inp2,0.685863874,1.110277137,[1.11027714 0.69839075 1.64808041]
Trpc4ap,2.752252252,2.343725914,[2.34372591 1.86232738 2.95156153]
Trpm4,0.467661692,1.630211274,[1.63021127 0.77642085 4.16620941]
Trpm7,1.213414634,3.38675169,[3.38675169 2.17843568 7.33099811]
Trpv2,0.733944954,1.379824804,[1.33843006 0.95175535 1.92562364]
Trpv4,0.193693694,1.041791488,[1.04179149 0.56187828 1.92112386]
Trrap,3.081081081,2.691664276,[2.69166428 1.71838307 4.78528615]
Trub1,0.61,3.088188271,[3.08818827 1.80647754 5.5169899 ]
Trub2,1.721461187,1.970396092,[1.91128421 1.49897113 2.51296418]
Tsc1,0.267857143,1.985957433,[1.98595743        NA        NA]
Tsc2,0.838095238,1.351555617,[1.22991561 0.87351586 1.73994088]
Tsc22d1,17.46818182,15.55859639,[15.55859639 13.30067887 18.42467316]
Tsc22d2,1.448275862,6.555765803,[ 6.75243878  4.59763122 10.65885103]
Tsc22d3,0.633879781,2.905612595,NA
Tsc22d4,2.861904762,2.411610303,[2.33926199 1.86170529 3.00852755]
Tsen15,1.208955224,3.470515526,[3.47051553 2.17045578 5.58568687]
Tsen34,3.829113924,25.38978104,[25.38978104 16.66875187 39.66221049]
Tsen54,0.454545455,1.32018757,[1.32018757 0.79448385 3.00298102]
Tsfm,2.055555556,1.52052896,[1.52052896 1.15592486 1.98346657]
Tsg101,4.225806452,3.199712229,[3.19971223 2.60460863 3.92847503]
Tshz1,0.47826087,2.996293469,[2.99629347 1.39852839 7.51990605]
Tshz2,0.603015075,2.590191559,[2.59019156 1.54259839 4.61053852]
Tshz3,0.538043478,2.356475479,[2.35647548 1.125053   5.1668042 ]
Tsku,3.026785714,3.127886011,[2.56486653 2.09978068 3.16000824]
Tsn,4.753363229,3.338383725,[3.33838373 2.01118483 5.47515252]
Tspan11,0.334841629,5.000568224,[5.00056822 2.75802996 9.03790617]
Tspan14,0.659793814,12.70719812,[12.70719812  6.40036528 35.58012072]
Tspan17,2.623255814,3.970923037,[3.97092304 3.16075686 5.03517973]
Tspan2,0.4,3.848820337,[3.84882034 2.360362   6.60442231]
Tspan3,7.622727273,6.029965525,[6.02996553 5.00836432 7.22449277]
Tspan31,5.522321429,8.226080166,[ 8.22608017  5.69759538 11.39896903]
Tspan5,1.440758294,1.743036102,[1.48158069 1.11042372 1.96253807]
Tspan7,1.467889908,7.719670297,NA
Tspan9,2.004784689,2.649717563,[2.64971756 2.05391303 3.4362079 ]
Tspo,13.72321429,7.326298365,[6.88672046 5.85226197 8.07938519]
Tspyl2,1.483870968,2.934573665,NA
Tspyl4,0.112107623,3.149052676,[3.14905268        NA        NA]
Tsr1,1.381188119,1.940219187,[1.94021919 1.18203984 4.33568744]
Tsr2,1.413953488,13.27993988,NA
Tssc1,1.104072398,1.41137419,[1.28435051 0.95354027 1.76015567]
Tssc4,1.524886878,1.749237711,[1.74923771 1.32403081 2.28689082]
Tst,0.25,1.623837484,[1.62383748 0.94681162 2.83496451]
Tsta3,2.381165919,4.175342991,[4.17534299 2.67336846 6.4039968 ]
Tstd2,0.528735632,2.789992719,[2.78999272 1.49143212 5.32494414]
Ttc1,2.816513761,3.069099424,[3.16117241 2.51998275 3.99687477]
Ttc12,0.836158192,7.655916422,[ 7.65591642  4.45949272 13.91968677]
Ttc13,1.763888889,1.986504358,[1.98650436 0.79638633 4.81188696]
Ttc14,0.892215569,3.579710594,[3.57971059 2.47485594 5.33374136]
Ttc17,0.717592593,1.913226111,[1.91322611 0.97532622 4.24212191]
Ttc19,0.95215311,1.461538725,[1.3738464  0.98881068 1.90572576]
Ttc21b,0.215469613,4.13330411,[4.13330411        NA        NA]
Ttc23,0.768867925,3.022576508,[3.92934946 2.77294459 5.75704968]
Ttc27,0.809756098,2.819859693,[2.81985969 1.99479921 4.02212005]
Ttc28,3.653266332,11.20389763,[11.20389763  7.85480635 15.99031812]
Ttc3,1.985576923,4.925199312,[4.92519931 3.13621071 7.43213622]
Ttc30a1,0.165829146,1.678121758,[1.67812176        NA        NA]
Ttc30b,0.452173913,19.0309794,[19.0309794   7.62647496 62.80956249]
Ttc32,1.159817352,1.418608247,[1.41860825 1.03683488 1.90459827]
Ttc39b,2.668161435,2.785291054,[2.78529105 2.18717157 3.46144938]
Ttc4,1.01826484,2.958741767,[2.95874177 1.807417   4.72821003]
Ttc5,0.818604651,1.11728297,[1.11728297 0.77505762 1.58801259]
Ttc7,0.756218905,3.372841904,[3.27165665 2.33033279 4.83667566]
Ttf1,0.599056604,1.412094109,[1.41209411 0.75072571 3.65136248]
Ttf2,0.338028169,1.632937173,[1.53496094 0.96269621 2.46407782]
Ttk,0.321428571,2.344031261,[2.4143522       NA       NA]
Ttl,1.430693069,5.581501939,[5.58150194 3.5915248  8.40945813]
Ttll1,0.560747664,4.394489712,[ 4.39448971  2.16112805 11.8956643 ]
Ttll12,1.72972973,2.330386158,[2.33038616 1.23964116 4.67864724]
Ttll4,0.258215962,2.751126806,[2.33845779 1.51673635 4.72544808]
Ttll7,0.157894737,1.872833736,[1.87283374 0.96390909 3.84048431]
Ttpal,1.223744292,2.029998354,[2.15179826 1.15013318 4.24852536]
Ttyh3,1.871345029,8.804375371,[ 8.80437537  5.80679345 13.2188794 ]
Tubb2a,4.941964286,7.611698047,[ 7.61169805  5.31314495 10.36893723]
Tubb2b,0.352601156,4.210625116,[4.21062512 2.11754444 8.22938916]
Tubb3,1.033018868,4.005346353,[4.00534635 2.73725646 6.16286362]
Tubb5,48.62416107,167.6470627,[167.64706266 136.96964934 209.00053793]
Tubb6,18.60986547,14.8695108,[14.8695108  12.71964268 17.53991241]
Tubd1,0.410628019,3.134355002,[3.134355   2.00512161 5.09449937]
Tube1,0.171945701,1.628879558,[1.58001317 0.8568119  3.06743964]
Tubg1,3.578475336,4.75990836,[4.18871936 3.4448386  5.18743408]
Tubg2,0.304964539,15.31842192,[15.31842192         NA         NA]
Tubgcp2,1.446078431,3.291375952,[3.29137595 2.47823728 4.41216017]
Tubgcp3,1.650943396,4.850473546,[4.85047355 3.04508542 7.46002002]
Tubgcp4,0.928104575,7.34195503,[ 7.34195503  4.15026439 13.37778393]
Tubgcp5,0.637209302,1.128624616,[1.12862462 0.7537372  1.63306578]
Tubgcp6,0.032258065,2.810498476,[2.81049848        NA        NA]
Tuft1,4.581081081,13.09521013,[13.09521013 10.63363963 17.6034244 ]
Tulp4,2.830357143,11.75375676,[12.45898216  8.46492456 18.8763448 ]
Tut1,1.421296296,2.113448654,[2.11344865 1.59659456 2.80393964]
Twf2,1.018867925,1.825048146,[1.82504815 1.27239495 2.52231846]
Twist1,0.786069652,2.189732528,[2.18973253 1.54747658 3.12401809]
Twist2,1.585714286,2.161931091,[2.16193109 1.4871819  3.73272325]
Twsg1,2.013574661,1.904777585,[1.90477758 1.46490696 2.47435793]
Txlna,2.638095238,4.245754769,[4.24575477 3.3562017  5.4128233 ]
Txlng,0.14893617,4.291346837,NA
Txn1,55.45833333,223.7995535,[223.79955353 132.52814408 396.02936987]
Txn2,13.57142857,5.600173908,[5.60017391 4.738393   6.63708198]
Txndc12,1.885714286,2.023872603,[2.0238726  1.22168689 3.74163831]
Txndc15,2.754464286,5.373517091,[5.37351709 3.56891518 7.83911605]
Txnip,2.363057325,10.27805909,[10.27805909  7.55511893 14.6953848 ]
Txnl1,5.737556561,4.235900772,[4.10882375 3.41385322 5.01941812]
Txnl4a,15.69642857,8.176853167,[8.17685317 6.98314557 9.64437587]
Txnrd1,8.65470852,7.976175474,[ 7.97617547  5.93226228 11.34913224]
Txnrd2,0.220512821,5.76621024,[5.76621024        NA        NA]
Txnrd3,0.506976744,2.758057859,[2.75805786        NA        NA]
Tyk2,0.352941176,1.116183409,[1.11618341 0.70111311 1.81966556]
Tyms,3.01826484,9.235907986,[ 9.23590799  6.79899908 12.5000903 ]
Tysnd1,0.955445545,1.132176269,[1.13217627 0.78735712 1.60329243]
Tyw1,0.785046729,1.227008552,[1.22700855 0.84953503 1.74972754]
U2af1l4,1.319047619,1.277291099,[1.23897237 0.90447553 1.69076023]
U2af2,4.042780749,16.37154322,[16.37154322 11.77285781 23.38346936]
Uaca,0.955801105,3.346917969,[3.44732551 1.93230899 6.12225312]
Uap1,1.990610329,1.853880944,[1.85388094 1.44272559 2.39564453]
Uap1l1,2.251141553,4.475982296,[4.4759823  3.1957827  6.50565294]
Uba1,16.26008969,34.61334168,NA
Uba2,4.133333333,5.639682362,[5.63968236 4.56535026 7.00874367]
Uba3,6.114155251,7.527171082,[ 7.52717108  5.01632872 10.78100477]
Uba5,2.554545455,4.115261089,[4.11526109 2.52633764 6.22215154]
Uba6,0.59,1.660735102,[1.71055716 1.15283432 2.52402191]
Uba7,0.105504587,1.798301839,[1.79830184 0.815285   4.20149886]
Ubac1,0.929577465,1.515253664,[1.46979605 0.95572042 2.87927223]
Ubac2,2.031531532,2.436472484,[2.43647248 1.4089852  5.78175985]
Ubap2,1.741935484,2.809424489,[2.80942449 1.36548515 5.43772484]
Ubap2l,5.052631579,7.855941131,[ 7.85594113  5.49282565 10.87165044]
Ube2c,1.827272727,12.89561664,[12.89561664  9.59632252 17.79686372]
Ube2d1,0.661971831,1.267881294,[1.26788129 0.87172755 1.88223862]
Ube2e2,1.859872611,5.306651843,[5.30665184 3.23679873 8.26251098]
Ube2e3,2.078651685,4.57713849,[4.57713849 3.49341218 6.0752228 ]
Ube2f,2.857843137,3.591342994,[3.59134299 1.91984821 5.98129928]
Ube2h,0.822115385,1.740275151,[1.27040086 0.87917205 1.76878372]
Ube2j1,2.495412844,3.950939384,[3.95093938 1.87006384 7.66105431]
Ube2k,6.031674208,8.048251226,[ 8.04825123  5.38852896 11.44660455]
Ube2l3,3.266009852,6.899037361,[6.89903736 4.63434988 9.56465434]
Ube2n,0.67826087,6.754841009,[ 6.75484101  3.15621673 18.31522325]
Ube2o,0.942105263,2.659596237,[2.65959624 1.87871016 3.72332726]
Ube2q1,1.402061856,6.38668157,[ 6.38668157  3.92118938 10.9745894 ]
Ube2r2,3.207650273,9.30212848,[ 9.30212848  6.57890075 13.15488143]
Ube2t,0.581081081,4.845354766,[5.28143669 3.1931364  8.7254716 ]
Ube2w,2.835616438,2.930386887,[2.93038689 2.30242927 3.64150261]
Ube2z,2.224390244,2.273747452,[2.34195988 1.43812019 4.22442251]
Ube3a,2.336734694,12.30083551,[12.30083551  7.68213306 19.35845388]
Ube3b,1.194444444,1.611652029,[1.56330247 1.1619525  2.13776966]
Ube3c,1.613756614,6.04489184,[ 6.04489184  2.9144654  13.43269568]
Ube4a,0.814606742,7.742468722,[7.74246872        NA        NA]
Ube4b,1.396825397,2.266514693,[2.33451013 1.73946534 3.15971121]
Ubfd1,1.848167539,2.248425206,[2.24842521 1.68776528 2.99678995]
Ubiad1,0.602941176,337.5428372,[ 985.6250847     6.13237375 1268.39422831]
Ubl3,1.772727273,1.670717098,[1.57047407 1.21795019 2.05973415]
Ubl5,15.625,508.0057641,[508.00576415          NA          NA]
Ubl7,2.493150685,4.178009912,[4.17800991 2.06066948 8.43704142]
Ubn1,0.483870968,2.519693153,[2.51969315 1.3231538  5.19553705]
Ubn2,0.904522613,1.14525776,[1.21397323 0.85548653 1.74638415]
Ubp1,1.23923445,1.958513714,[1.95851371 0.81251064 5.24861824]
Ubqln1,4.566666667,5.624941564,[5.62494156 3.64823333 8.06642715]
Ubqln2,1.927083333,3.519869486,NA
Ubr1,1.145631068,2.200850604,[2.2008506  1.63171176 3.00782597]
Ubr2,1.934883721,4.311976133,[4.31197613 2.64621142 6.93276292]
Ubr3,0.954773869,1.74823146,[1.74823146 1.24645326 2.44609042]
Ubr4,3.075757576,6.938790719,[ 6.93879072  4.58068172 10.24796271]
Ubr5,2.951612903,5.87796953,[5.87796953 3.80199829 8.54930184]
Ubr7,1.165898618,2.091703602,[2.0917036  1.54364805 2.80297247]
Ubtd1,1.265116279,2.170894137,[2.04064049 1.54443712 2.73812835]
Ubtd2,1.271356784,1.900396096,[1.9003961  1.40163144 2.58561753]
Ubtf,1.44600939,4.210827089,[4.21082709 2.33117964 7.57633471]
Ubxn1,3.642512077,3.738586565,[3.73858657 2.97974366 4.60973556]
Ubxn11,0.189054726,2.762370278,[2.76237028 1.26646784 6.47022321]
Ubxn2a,0.980861244,2.026979848,[2.02697985 1.48205158 2.7699096 ]
Ubxn4,4.575342466,4.329184839,[4.19930929 3.48195387 5.21132948]
Ubxn6,1.142857143,2.181247271,[2.11580985 1.55414679 2.81706518]
Ubxn7,0.732919255,7.636644338,[7.63664434        NA        NA]
Ubxn8,1.053140097,4.925817477,[ 4.92581748  2.21115433 13.86181708]
Uchl1,0.269607843,4.397365956,[4.39736596 2.51242478 9.03669801]
Uchl3,4.631818182,3.862734387,[3.86273439 2.50652206 5.93334078]
Uchl5,1.453703704,3.938132924,[3.93813292 2.34897675 6.53553059]
Uck1,0.329608939,3.40768871,[3.40768871 1.73817565 6.77348503]
Uck2,2.087962963,4.76892414,[4.76892414 3.73673279 6.89511514]
Uckl1,0.823809524,1.923382808,[1.92338281 1.37505267 2.71950057]
Ucp2,0.111607143,15.03921939,[15.03921939  4.92518843 46.49282634]
Ufc1,3.774193548,4.202550396,[4.2025504  3.38949223 5.18195595]
Ufd1l,2.230414747,3.296918806,[3.29691881 1.83119616 5.50810987]
Ufm1,3.972972973,84.75978865,[ 84.75978865  29.02311998 285.2589598 ]
Ufsp2,3.198113208,3.411901405,[3.41190141 2.69216097 4.31016764]
Ugdh,11.21428571,9.603329725,[ 9.31522983  8.02207833 11.20392548]
Uggt1,3.479069767,9.639181391,[ 9.63918139  6.72359211 13.52556489]
Uggt2,1.050505051,2.286264654,[2.28626465 1.22036008 4.72386836]
Ugp2,8.873303167,6.508522301,[6.31326663 5.29479087 7.46547799]
Ugt1a7c,0.386046512,1.585135513,[1.58513551 1.01415471 2.47498577]
Uhmk1,0.299516908,1.624148593,[1.62414859        NA        NA]
Uhrf1,0.5,1.335082866,[1.33508287 0.88848834 1.99184981]
Uhrf1bp1,0.848623853,2.530317168,[2.53031717 1.70655974 4.0592005 ]
Uhrf1bp1l,1.393782383,3.988946506,[3.98894651 2.18027988 7.02191232]
Uhrf2,1.222748815,1.456069621,[1.32502335 0.827262   2.983832  ]
Uimc1,0.846153846,13.59790762,[13.59790762         NA         NA]
Ulk1,0.336842105,1.626810088,[1.62681009 0.78887014 6.13693229]
Ulk2,0.251798561,5.328228978,[ 5.32822898  2.27062261 12.70939884]
Umps,4.702325581,10.02670902,[11.2299141   8.47994663 14.54544738]
Unc119b,1.364864865,2.084779849,[2.08477985 1.58076622 2.74249201]
Unc45a,1.055299539,1.53862318,[1.53862318 1.12457262 2.09308527]
Unc5b,5.148648649,11.2830137,[11.2830137   8.96045355 14.04481419]
Unc5c,0.051643192,1.313714714,[1.31371471 0.42472003 4.45434717]
Unc93b1,0.331730769,2.360211293,[2.36021129 1.25030332 4.83411658]
Ung,0.260089686,1.928845197,[1.9288452  0.99758712 4.38775228]
Unk,0.257009346,2.591299147,[2.51356017 1.4976662  4.58601047]
Upf1,1.418439716,15.87310658,[15.87310658  9.74378703 27.14742644]
Upf2,1.580645161,7.352007913,[ 7.35200791  4.50542667 11.93176893]
Upf3a,2.878787879,6.44711259,[6.44711259 4.27600702 9.4154221 ]
Uprt,0.200934579,1.938159873,NA
Uqcr10,11.06306306,3.642145597,[3.6421456  2.96123768 4.36864002]
Uqcrc1,13.89285714,10.33972373,[13.13144914 10.31608182 16.57178266]
Uqcrc2,3.294642857,3.050758051,[3.05075805 2.4524136  3.79165878]
Uqcrfs1,5.79638009,6.416118284,[6.41611828 4.38531728 8.99934824]
Urb1,0.278846154,1.41462645,[1.41462645 0.79058355 2.42031513]
Urgcp,0.626168224,4.158558305,[4.1585583  2.38600441 7.14238151]
Urod,2.127906977,11.72750667,[11.72750667  8.07045711 17.21420358]
Usf2,0.214285714,5.300600485,[ 4.50551041  1.92745278 12.88288916]
Usmg5,28.30357143,7.636776457,[7.63677646 6.58327502 8.96269153]
Uso1,2.30733945,1.720488282,[1.72048828 1.33307284 2.21115175]
Usp1,0.264516129,4.624278119,[4.62427812        NA        NA]
Usp11,0.181818182,1.289639585,NA
Usp13,0.270531401,3.514384428,[3.51438443        NA        NA]
Usp14,6.614349776,8.017700864,[ 8.01770086  5.37778879 11.09411108]
Usp15,1.666666667,5.425799388,[5.42579939 3.43316607 8.33280004]
Usp16,3.162037037,4.009576089,[4.00957609 3.07357713 6.62756246]
Usp19,1.230769231,2.146095848,[2.14609585 1.54561949 2.96901897]
Usp20,0.192488263,1.007761689,[1.00776169 0.5369806  1.87917918]
Usp21,0.5625,1.4140904,[1.4140904       NA       NA]
Usp24,0.794117647,1.479234296,[1.4792343  0.94788187 3.02032917]
Usp27x,0.160377358,3.317896993,NA
Usp30,0.579487179,1.322458196,[1.2431107  0.82382266 1.89481155]
Usp32,0.684729064,1.459893079,[1.24090912        NA        NA]
Usp34,3.144736842,12.4095807,[12.4095807   8.36977167 20.30213583]
Usp35,0.133971292,4.768828181,[4.76882818        NA        NA]
Usp36,0.755760369,2.546102626,[2.54610263 1.36570244 4.98559467]
Usp38,0.464454976,3.665040117,[1.35606484 0.90757517 1.97651062]
Usp39,1.497737557,1.697116221,[1.69711622 1.27829994 2.24530047]
Usp4,2.027027027,1.635589337,[1.63558934 0.96154786 3.38278617]
Usp40,0.638888889,1.771062504,[1.7710625  1.04947833 3.41753363]
Usp46,0.601895735,1.557699705,[1.5576997  1.06111339 2.28050556]
Usp47,4.789215686,5.500917512,[5.50091751 4.47910761 6.8302675 ]
Usp48,0.821428571,11.57240614,[11.57240614         NA         NA]
Usp49,0.475138122,2.490287574,[2.49028757 1.5951966  4.00025838]
Usp54,0.145539906,1.618703982,[1.61870398 0.81517281 3.34271402]
Usp6nl,0.247619048,2.372310284,[2.30114098 1.33249937 4.13505751]
Usp7,2.102150538,7.969859524,[ 7.96985952  4.85184275 13.34462621]
Usp8,1.197916667,1.767092952,[1.76709295 1.28882567 2.4158784 ]
Usp9x,2.285714286,5.172524944,NA
Utp11l,7.377880184,5.72317045,[5.72317045 4.77199088 6.90557421]
Utp14a,1.194312796,1.506562454,NA
Utp18,1.412844037,1.608233022,[1.60823302 0.79861578 3.37727845]
Utp20,0.787709497,3.351858747,[3.35185875 1.78508012 5.82360062]
Utp23,1.826484018,2.756529055,[2.75652905 1.98600805 4.21060953]
Utp3,4.401315789,27.56206949,[27.56206949 18.97293332 40.9482126 ]
Utp6,0.793577982,1.847755397,[1.8477554  0.97971535 3.89511247]
Utrn,3.02690583,2.63789928,[2.63789928 1.66655793 4.47296077]
Uvrag,0.768181818,2.258910344,[2.32667765 1.64745806 3.24431161]
Vamp3,1.98206278,1.735376584,[1.73537658 1.34602567 2.22965351]
Vamp8,8.183856502,6.412063013,[6.41206301 5.36311551 7.68203479]
Vangl1,0.513368984,3.200317835,[3.20031783        NA        NA]
Vangl2,0.159624413,4.204752881,[4.20475288 1.70866986 9.84375415]
Vapa,4.544642857,2.894481883,[2.89448188 2.37163005 3.54291031]
Vapb,1.800970874,1.374285651,[1.37428565 1.00482619 1.80729168]
Vars2,0.322222222,3.194933725,[3.19493373 1.52802908 6.74423042]
Vash2,0.2760181,1.094776961,[1.09477696 0.64407169 1.81436833]
Vasn,9.817518248,38.73598152,[38.73598152 29.39528872 51.60605347]
Vasp,3.971428571,25.9025014,[25.9025014  16.61787808 40.81262353]
Vat1,7.990909091,5.878877923,[5.52614525 4.64507158 8.23825883]
Vbp1,4.302752294,12.41135022,NA
Vcam1,1.189189189,3.702300109,[3.70230011 2.35811503 5.57374575]
Vcan,7.348837209,8.481358888,[ 8.48135889  7.07286203 10.27398794]
Vcl,13.98660714,7.778941344,[7.5455731  6.52136347 9.04140558]
Vcpip1,0.52,1.48250168,[1.48250168 0.94726493 2.31929936]
Vdac2,3.986547085,1.958433491,[1.89968049 1.50935224 2.43149464]
Vdr,1.848623853,5.890651315,[5.89065131 4.55654574 7.75339074]
Vegfa,0.541666667,6.705464915,[ 6.90662886  3.81092171 12.97328938]
Vegfb,0.861111111,2.674326498,[2.6743265  1.5000536  4.70822419]
Vegfc,2.372093023,3.749856405,[3.97484779 2.62261321 5.79481541]
Vezf1,2.243781095,3.007079724,[3.00707972 2.34825613 3.87511902]
Vezt,1.004716981,1.296461489,[1.25756764 0.89447551 1.72292512]
