gene,mean_exprs,bs,bs_conf_ul,bs_conf_ll
Scyl1,2.612903226,9.146766608,13.48981981,6.08950213
Sdc1,11.13872832,17.86835295,22.182115370000002,14.58233586
Sdc2,2.43438914,2.809273069,3.55558168,2.23061454
Sdc3,2.481675393,5.170857502,6.72815843,4.03057952
Sdcbp,8.460093897,7.950862961,11.29991707,5.28912452
Sdccag3,2.194736842,6.085801789,9.42964156,3.83382977
Sdf2,4.925581395,4.32193552,5.3208476,3.52764897
Sdf4,8.792792793,7.719509421,9.23670653,6.47781027
Sdha,10.57589286,10.85573594,14.52788888,7.92526297
Sdhaf1,1.457399103,4.842399774,7.58406504,3.13202138
Sdhaf2,2.312217195,2.924693203,3.73979484,2.3477027600000002
Sdhb,12.34234234,6.667872891,7.93203092,5.43486282
Sdhc,9.210045662,12.63881016,17.63858881,8.93327386
Sdpr,2.024509804,7.264741631,9.68455284,5.55862016
Sec11a,8.877659574,25.94379151,33.24968663,20.27610686
Sec14l1,1.530726257,4.570933972,7.14555437,2.80216813
Sec16a,1.577319588,2.776345958,4.56166579,1.73784425
Sec22a,1.096774194,2.494365993,3.24704604,1.78464098
Sec22b,2.995495495,4.040979187,6.45413841,2.34186795
Sec23a,3.280542986,3.422365597,5.39568117,2.13765233
Sec23b,3.056872038,3.394883935,5.72373453,2.56002854
Sec23ip,1.465753425,1.149503594,2.69339127,0.73131756
Sec24b,1.401869159,3.449558956,5.61938785,1.97385714
Sec24c,2.739361702,6.911865728,9.76016037,4.81547924
Sec24d,1.986363636,1.798798629,3.3127168,1.22265309
Sec31a,4.828054299,2.674918469,3.2932406,2.17431793
Sec61a1,8.175925926,5.897842326,7.11297127,4.9213296
Sec61a2,1.251282051,6.236986286,10.54477157,3.77149514
Sec61b,7.206278027,2.737681343,5.54419568,1.90052868
Sec61g,7.200892857,4.280287395,6.96285371,2.70281895
Sec62,15.98461538,28.95402874,38.3789962,25.06406629
Sec63,4.732984293,6.947366336,9.4854192,5.23564187
Secisbp2l,1.275510204,2.003873641,2.73619083,1.47042456
Seh1l,1.64516129,2.221708886,2.8816769,1.69711316
Sel1l,3.333333333,3.850976662,4.41842996,2.85083193
Selk,11.63636364,9.210051112,10.96201137,7.53829018
Selm,17.84375,11.1309514,16.35283139,7.86276349
Sema3c,3.408866995,3.691589253,4.65235494,2.97905628
Senp2,1.141509434,1.453674498,1.70455521,0.9027703
Senp5,1.724489796,3.315297376,5.15863846,2.18779586
Senp6,1.836065574,3.009953766,4.38652436,2.19403257
Sephs1,1.898058252,3.16414976,5.54010758,1.60669092
Sepn1,5.169491525,11.98679373,15.61584839,9.14563189
Sepp1,2.896396396,3.71108341,4.50518159,2.90616687
Sepw1,34.80357143,15.40243007,18.14500111,13.50047288
Serbp1,13.28310502,9.881353727,14.39581141,6.87832665
Serf1,4.178947368,6.627700426,9.370095,4.69286671
Serf2,3.903448276,9.336887714,14.18365667,7.23880201
Sergef,1.23943662,3.053801889,4.0422665,2.25915761
Serinc1,9.388392857,5.875399283,7.01129542,4.59192981
Serinc3,13.61607143,6.274883363,7.42106169,5.32229746
Serp1,11.66964286,6.590883228,7.826982,5.30661127
Serpina3h,1.130630631,10.66220377,15.36292439,6.98441108
Serpinb6a,12.17410714,6.47898021,7.66104174,5.48588494
Serpine1,100.2927928,111.8117377,151.9429353,96.65960142
Serpine2,4.363636364,15.04771747,18.47928888,11.43276955
Serpinf1,32.92857143,29.63243118,39.66890515,24.00897969
Serpinh1,59.96428571,63.86967333,73.84078885,49.79329613
Sertad2,1.354066986,1.690845887,3.92999352,0.88945515
Set,3.212643678,16.26858002,25.40770605,10.62622286
Setd3,1.821138211,24.5123349,45.91834543,13.95744804
Setd5,1.266666667,6.305823721,11.02538391,3.59969351
Setd7,1.174603175,1.495940855,2.04287613,1.07588881
Setd8,1.015151515,1.367634034,1.85691891,0.9392229
Sf1,1.980769231,2.230737963,2.83830215,1.70277496
Sf3a1,1.411483254,1.822476256,2.42740289,1.36692934
Sf3a3,2.526315789,3.977646084,5.98851491,2.47721665
Sf3b1,11.33009709,12.41142987,16.71209233,8.96225437
Sf3b2,8.072222222,20.54475817,53.58895432,15.09525747
Sf3b5,5.825112108,3.91436839,4.63654986,3.17607773
Sfpq,3.813664596,14.82037724,22.23313739,10.15370642
Sfrp1,2.470852018,12.3055354,16.40643514,9.44901876
Sfxn1,3.161290323,4.025870496,5.98461449,2.90036754
Sfxn3,3.661691542,2.963913111,4.65767271,2.06522133
Sgcb,1.986238532,4.224803712,6.45500313,2.7239349
Sgk1,6.571428571,187.5974169,437.52139773,84.88160394
Sgpl1,3.658767773,5.257725335,7.43707983,3.44365834
Sgpp1,1.442105263,28.66411676,68.77519418,14.46761192
Sgta,3.424107143,2.439022443,3.02982072,1.93608729
Sh2b1,1.142857143,2.543259888,3.13932442,1.70715348
Sh3bgrl3,22.29910714,9.928177228,14.19817681,6.87945822
Sh3gl3,1.166666667,2.613006057,3.56745393,1.93117198
Sh3glb1,7.140271493,6.099318587,8.70994676,4.06491394
Sh3glb2,1.128712871,1.799491459,2.47782458,1.32747211
Sh3pxd2a,4.380733945,5.662420792,8.34263032,3.67643341
Sharpin,1.464646465,3.302872541,4.75983172,2.2721427
Shfm1,20.04910714,10.22045255,13.81959232,7.73316654
Shisa4,3.040540541,1.841662776,2.29869397,1.4697716
Shisa5,6.098214286,2.694324369,4.88737468,2.01623083
Shmt2,7.991071429,8.357978652,10.03401921,7.01915598
Shoc2,1.783410138,1.130835843,1.70563324,0.98308644
Sidt2,3.408256881,3.278421023,4.8366953,2.47997222
Siglecg,3.392857143,6.549580477,9.7988525,5.28868653
Sike1,1.576923077,1.522566109,2.0783441,1.18008045
Sin3b,2.867647059,71.98244326,165.8837782,35.96375391
Sipa1l1,1.291866029,1.816294597,2.41904252,1.33354716
Sirt2,2.911330049,2.530157066,3.26847939,1.99900737
Siva1,7.013392857,4.513956705,5.43367673,3.76997639
Skap2,2.882882883,7.122983652,10.23827759,4.90386853
Ski,6.606741573,12.52778867,16.24614269,9.65883948
Skiv2l2,1.528037383,1.982889405,2.63468247,1.4935504
Skp1a,9.824074074,13.79964934,18.08045442,10.29088537
Slbp,2.779342723,4.937706416,6.24589012,3.92625838
Slc11a2,1.817757009,1.899423878,3.39125287,1.35087187
Slc12a4,4.376884422,6.863775848,8.69167032,5.5979937
Slc16a3,1.294392523,6.299638583,9.32686988,4.3354692
Slc19a2,1.337837838,1.114814084,1.4722894500000001,0.79445154
Slc1a5,2.630630631,4.313420437,6.30902938,2.82249457
Slc1a6,8.725888325,15.97324789,19.64239992,12.76787571
Slc20a1,1.663414634,4.622676641,6.93834424,2.92318075
Slc20a2,2.114832536,4.127094926,6.64435434,2.38068512
Slc25a1,4.982142857,4.147077149,5.07549193,3.41973522
Slc25a11,4.267045455,8.067206308,10.38679138,6.35005732
Slc25a12,2.658986175,4.385711688,6.455625,2.76383524
Slc25a13,1.026785714,3.040793195,6.56411302,1.43086862
Slc25a17,3.292792793,3.717361008,5.64146747,2.53243262
Slc25a20,1.640552995,3.126818875,4.09322472,2.40621653
Slc25a3,14.08482143,5.996223319,7.04765754,5.06902401
Slc25a46,1.214634146,1.658571877,2.19956762,1.19382003
Slc2a1,5.823255814,8.083301468,9.35737176,6.35066923
Slc30a5,1.134883721,1.693041903,3.08065292,1.17491224
Slc30a7,3.183856502,1.842816697,3.31304227,1.31197336
Slc30a9,1.514705882,3.765175798,6.57134845,2.06495335
Slc31a1,3.107623318,3.807713465,6.7961948,2.05160717
Slc35a1,3.292207792,11.89392615,17.02363476,8.27867333
Slc35b1,3.055813953,1.794649419,2.32158022,1.44094342
Slc35b4,1.810810811,5.136646679,8.16130769,3.1452435
Slc35c2,1.717703349,3.07901998,5.18305919,1.86027246
Slc35e4,2.051886792,2.525528235,4.20193711,1.64740598
Slc37a3,1.226600985,2.479662979,4.96787531,1.15746075
Slc38a10,5.986607143,7.616260437,10.25760733,5.37940917
Slc38a2,5.355855856,6.984833314,8.5081174,5.74934622
Slc39a1,5.762711864,8.349151475,11.72332293,5.70254673
Slc39a13,4.105504587,4.63690372,6.44138422,3.35997535
Slc39a14,1.347593583,2.704358398,3.68961759,2.0070542
Slc39a6,3.358851675,2.959243295,3.57523473,2.29107121
Slc3a2,6.589285714,5.489205779,6.57189734,4.56500734
Slc44a2,7.716216216,6.289444783,7.53734896,5.25215279
Slc46a1,1.319248826,2.782704788,4.72826081,1.57703376
Slc48a1,4.518018018,3.300109349,3.99859372,2.66751587
Slc4a2,2.478632479,17.37431484,26.63453918,11.48260171
Slc50a1,3.194570136,2.19003071,2.79397394,1.76682494
Slc6a6,5.95,6.331534038,7.54919202,5.16924962
Slc7a1,1.751152074,3.333819194,4.34142247,2.5836774
Slc7a5,1.936936937,3.689089396,5.49343485,2.5906956
Slc7a6,1.306532663,3.051667933,3.98999563,2.20202425
Slc9a3r2,1.572769953,5.119291097,6.72645731,3.8139025
Slco2a1,3.914798206,3.922166358,4.83839901,3.19072493
Slit2,2.722488038,3.122568944,3.97147761,2.39802936
Slit3,7.178403756,8.738804148,10.35397729,7.11610002
Slk,1.680952381,2.723280021,3.56424329,2.09820466
Slmap,1.40952381,5.013388266,9.55256097,2.75320174
Slmo2,3.390909091,2.638552962,3.28182854,2.10311109
Sltm,1.384236453,4.843403413,7.26699492,3.06560161
Slu7,1.287671233,2.44437917,8.23550133,0.75062416
Smad3,1.171945701,2.521902321,3.39694646,1.88963352
Smad4,1.402684564,4.215119086,6.47000521,2.74565713
Smad5,1.606481481,2.244052233,2.93149125,1.71909708
Smad6,2.011428571,5.876987604,8.18348482,3.99034192
Smad7,1.816831683,1.265384213,1.4168625,0.77745021
Smap1,3.551724138,8.045442585,10.4733053,6.28813387
Smarca4,3.929906542,5.95293191,8.4373706,3.96349069
Smarcb1,3.312217195,2.855961579,4.94135074,1.79426502
Smarcc1,3.296296296,2.86172573,3.58353071,2.27162444
Smarcc2,1.345971564,3.07815617,4.73225309,1.92635064
Smarcd3,2.28342246,6.621749707,8.82221714,5.07444517
Smarce1,2.391705069,2.093921565,3.66189964,1.514654
Smc2,2.0625,12.0577604,16.63820967,8.67455835
Smc3,2.232432432,8.663698531,13.58841901,5.77407592
Smc4,6.339622642,9.337497895,11.45286749,7.68497627
Smc6,5.63592233,10.07613431,8.73764161,7.21147898
Smchd1,2.166666667,5.917401735,8.62700965,3.96655299
Smg5,1.164102564,2.891199603,4.79293379,1.78578828
Smn1,1.995515695,2.222195101,2.86684825,1.68679036
Smoc2,7.837320574,9.037816308,10.88029321,7.42670192
Smox,1.037209302,2.132181993,2.90452442,1.55697448
Smpd1,2.482142857,2.916982715,4.34339008,1.93105084
Smpd4,1.142201835,1.741750689,2.28189376,1.25459339
Smpdl3a,1.424657534,3.892279533,5.95387789,2.41702119
Smtn,3.064516129,7.707997007,11.2536237,5.29864428
Smu1,3.949771689,7.309703099,11.42498779,4.54759884
Smurf1,1.8047619050000001,6.932775954,10.99969397,4.44069641
Smurf2,1.956521739,3.183155339,4.14664591,2.47447583
Smyd2,7.524663677,4.783906191,5.76444477,3.98787146
Snai2,1.314285714,1.525265028,2.03704224,1.14444557
Snap23,1.445544554,2.611527473,5.04299958,1.27562486
Snap47,4.211055276,10.47903173,14.68801088,7.38180718
Snapc3,2.917050691,4.179927915,6.01333525,2.82990004
Snapc5,1.323232323,10.22277807,17.0534034,6.18551724
Snapin,3.60591133,4.551441061,7.17779894,3.30213466
Snd1,2.60591133,5.487184196,8.72231351,3.41305104
Snhg12,2.401869159,3.299225644,4.12412991,2.57024025
Snhg3,2.829493088,5.660624672,8.21872965,4.05078744
Snhg6,1.37962963,15.58155563,40.32470173,8.28987499
Snhg8,2.298642534,2.945771211,3.75096168,2.32613124
Snn,1.276995305,3.461563073,5.8174693,1.94377314
Snrnp200,1.772093023,2.130585069,2.75562784,1.6333952
Snrnp25,2.293577982,5.879597099,8.48403649,3.98956816
Snrnp40,1.851351351,2.789661012,4.49302226,1.75993893
Snrnp70,3.703349282,5.46216834,6.80161395,4.22950424
Snrpa1,8.116591928,18.67484827,24.0168628,14.50719898
Snrpe,8.333333333,6.26784381,7.54605502,5.24717099
Snta1,1.294117647,1.251109549,1.7086798,0.93044718
Snw1,4.178082192,7.962719454,11.82289977,5.45205056
Snx1,2.053191489,5.333476039,8.01172472,3.48643656
Snx19,1.205882353,3.211791253,5.47065894,1.74366374
Snx24,1.188940092,1.939261918,2.75427203,1.52193288
Snx27,1.265402844,1.14145189,1.55323495,0.82177721
Snx3,9.419642857,4.969730499,5.93661952,4.16252071
Snx4,3.126168224,3.098319309,5.24743983,1.70501524
Snx6,4.853211009,11.12789306,16.35893426,7.62950101
Snx7,3.882882883,3.804614777,4.69595266,3.09003497
Snx9,1.277511962,2.268496964,4.95437589,1.05914574
Soat1,4.66367713,4.88838134,5.84507137,3.96843217
Socs2,1.726368159,7.127361883,10.15983737,4.86194049
Socs5,3.78280543,2.414903858,3.00761761,1.93860146
Sod1,7.857142857,3.776220995,4.22191473,2.93618972
Sod2,13.53439153,13.19853197,16.04815972,10.9656912
Sod3,10.01363636,26.99619725,33.33874443,22.1727084
Son,13.50228311,23.11915309,29.2243143,18.05944085
Sorbs1,4.269406393,5.403204143,7.2317903,3.79959323
Sox4,2.885,9.47684357,13.10124898,7.42438196
Sox9,1.570135747,5.338566169,7.32282226,4.21032403
Sp1,1.288135593,9.141901798,18.61365002,4.99936655
Spag7,4.024154589,11.08414297,14.84136305,8.21010558
Spag9,2.32160804,4.270661585,6.67038647,2.52252062
Sparc,102.8705357,49.78514576,55.00851876,40.30452809
Spc24,1.175675676,8.755191666,12.53648029,5.87276483
Spc25,2.901345291,15.11241863,20.29368783,11.55405158
Spcs1,23.1875,7.999951701,8.46630903,6.19771044
Spcs2,9.913242009,6.605666084,7.89871008,5.55702526
Spcs3,2.466367713,2.061329312,2.59824354,1.62661425
Specc1,1.920930233,2.754915086,3.53292854,2.13112906
Speg,1.481132075,3.656094242,5.50858349,2.54748929
Spen,1.792134831,4.278932121,5.80557038,3.22407254
Spg20,2.372197309,3.385024415,5.06072975,2.01757272
Spg21,2.383561644,5.94017686,12.34165161,3.0030767
Spg7,1.38647343,1.552708876,3.13013849,1.0713087
Spin1,1.467065868,2.810174539,5.0813097,1.41446865
Spns1,1.050925926,2.409934071,3.31337692,1.79801443
Spon2,1.170403587,10.15777289,14.7728831,7.24589889
Spop,4.770731707,4.575210869,8.48715759,4.09333933
Spp1,15.18181818,54.19663164,67.74095015,44.13946587
Spryd3,1.553030303,22.1505081,48.34345483,12.7217413
Spryd4,1.712328767,1.6863972,2.22917756,1.28847165
Sptlc1,1.074766355,1.952301021,2.66137108,1.43538341
Sptlc2,3.200934579,8.352844137,11.94054753,5.82517421
Sqle,1.754716981,1.594285838,2.09963954,1.20433968
Sqrdl,1.340807175,2.160164522,4.22567768,1.14252741
Sqstm1,7.27027027,5.798775435,6.99779208,4.85772664
Src,1.924528302,11.30816315,18.48065078,7.20263998
Srd5a3,1.130841121,1.776757235,3.39052687,1.08753854
Srebf1,1.150485437,1.604110477,2.20732524,1.18445958
Srek1,1.362790698,2.067205889,2.74945561,1.56358431
Srek1ip1,4,20.56461724,31.59548058,13.70376271
Srf,1.129496403,7.637977809,12.81729196,4.59853924
Sri,15.35267857,8.781252184,12.54676907,5.9080195
Srm,8.497716895,7.106751877,10.42716792,5.10296598
Srp14,11.83482143,10.61947488,14.74635171,7.98721391
Srp19,4.899521531,12.74731267,18.7568331,8.80037533
Srp68,3.040723982,2.772652424,3.48769109,2.21003594
Srp72,5.986607143,4.050812501,4.90545002,3.34948755
Srp9,4.933035714,5.320104409,7.85549065,3.25333889
Srpk1,1.420454545,8.439166251,14.48040893,5.07432627
Srpr,5.279279279,4.549340728,6.97133523,3.21652285
Srprb,5.539170507,5.688983704,7.87960485,4.07936566
Srr,1.227722772,1.166285905,1.60021925,0.83091831
Srrm1,3.661764706,8.337422416,11.59294626,5.88591805
Srrm2,5.899082569,27.56314879,38.62330043,19.69862679
Srrt,2.552036199,4.241343666,6.5557955,2.62923341
Srsf1,4.078651685,33.49468913,61.75391586,19.41132471
Srsf11,5.066666667,10.27689949,13.55203499,7.73399493
Srsf2,3.478723404,15.32136781,26.92919936,9.6962046
Srsf3,1.132352941,1.701784321,2.29570078,1.22517664
Srsf5,4.289855072,6.340599219,9.0171576,4.23122608
Srsf6,3.420091324,2.884281213,3.53487861,2.30166183
Srsf7,9.453846154,56.71109069,76.25629372,42.52143275
Srsf9,2.747572816,1.942276289,2.48813247,1.50926335
Ss18,1.838383838,3.050994494,4.0065517,2.33647275
Ssb,6.606965174,6.446184467,8.71525328,5.03193177
Ssbp1,5.264573991,5.486333772,7.62668373,3.8500308
Ssbp3,2.437788018,2.575373032,3.53745687,1.88238
Ssbp4,2.836842105,4.775777559,6.13749568,3.69532533
Ssna1,5.870967742,6.798460316,9.30044818,4.78581705
Ssr1,4.071428571,2.657263158,3.27917487,2.15479364
Ssr2,8.508928571,1.539798198,1.92245932,1.22159893
Ssrp1,3.745192308,5.830261122,8.18312036,3.96784797
Sssca1,4.594470046,9.904695017,13.50970861,7.18295422
Ssu72,5.321266968,5.74773447,8.72149831,3.56667342
St13,7.117021277,37.54053512,53.70449572,26.82192135
St3gal2,7.613861386,13.62801896,18.67397735,9.84280339
St5,1.798913043,4.1687818740000004,5.58048557,3.15688699
Stam2,1.306976744,1.706832698,2.28467118,1.25573997
Stambp,1.4784689,3.126324237,4.1985452,2.3743725
Stambpl1,1.237442922,1.398564279,1.9580198,1.10051909
Stard3,1.054216867,5.757886269,10.82714469,3.28433879
Stard3nl,3.303030303,4.369803385,5.36111834,3.40046739
Stard5,1.009090909,1.745002568,3.32764899,0.9874292
Stat3,8.243243243,7.845091355,10.24891304,5.78564451
Stat6,2.582568807,1.798174726,2.88727752,1.24835787
Stau1,1.382488479,4.251262339,8.17326262,2.29616237
Steap1,2.700460829,3.689302625,4.68788529,2.93533189
Steap2,1.028436019,3.462732045,4.77441435,2.52060684
Stip1,7.601895735,10.06149779,13.2199264,7.42026228
Stk10,3.791855204,3.210278534,3.9823932,2.59909282
Stk16,2.477477477,2.620461222,4.09882275,1.69879189
Stk17b,1.298342541,4.875057492,7.6944534000000004,2.97697304
Stk24,2.128712871,3.930395275,6.13132057,2.28058542
Stk25,2.416666667,2.046002029,2.5634088,1.56482339
Stk38,1.5,3.684171529,4.89914733,2.76544745
Stk39,1.088541667,1.959549011,2.71415786,1.42063402
Stoml2,3.900900901,4.871272938,5.98792639,3.72460182
Strn3,3.678787879,9.571830913,13.84535762,6.87203824
Strn4,1.506976744,1.625551112,2.1649927,1.21556287
Stt3a,6.580188679,4.887098307,5.95925554,4.0280891
Stt3b,6.205357143,5.319196088,7.24741039,4.05191761
Stx12,2.54587156,2.050108614,2.6213602,1.60118034
Stx18,1.848039216,12.61973922,24.12852408,7.28283272
Stx2,1.189814815,2.20937767,2.97579699,1.64848369
Stx5a,1.887700535,6.532558344,10.06245916,4.18054987
Stx6,1.525821596,2.449687941,3.69492764,2.140696
Stx7,1.518181818,1.982169792,3.13388948,1.36081231
Stxbp1,1.11682243,1.727808132,2.34419741,1.27327443
Sub1,13.92410714,11.76791136,16.18722322,8.2128974
Sucla2,3.772321429,4.938897748,8.26847174,2.74664491
Suclg1,3.357843137,6.620934247,9.90440593,4.37751836
Suclg2,1.184971098,2.507117505,3.33383755,1.73440639
Suds3,1.581395349,3.754587112,5.62045382,2.24691998
Sugp1,1.029126214,2.124787042,4.03186538,1.4480018
Sugt1,5.433789954,5.519730728,6.66112495,4.52275787
Sulf1,1.818181818,2.024075938,2.40994161,1.4467613
Sulf2,2.893401015,6.898198348,9.61141211,4.77813799
Sumf1,2.340909091,8.654794597,14.53380188,5.1634204
Sumf2,1.151376147,4.521536225,10.80328565,2.22375735
Surf1,1.6875,1.778363088,2.32729585,1.38695428
Surf4,11.75446429,11.00930998,14.66801391,7.92054057
Svep1,7.31627907,9.780695166,13.63097012,7.524586
Swap70,1.609302326,1.732880938,2.28473905,1.30943201
Syce2,1.009302326,7.520460603,11.29202904,5.05181136
Syde1,1.967592593,2.745491665,3.52652862,2.14919821
Syf2,2.744394619,2.385606866,3.60509332,1.60061108
Sympk,1.321243523,1.884060027,3.60482576,1.02183607
Syncrip,1.841176471,3.220341061,4.2654227,2.37973207
Syngr2,10.89732143,6.121805705,7.28648402,4.85398391
Synj2,1.101382488,1.687051449,2.29412073,1.23987516
Synj2bp,2.939534884,4.13706139,6.36338317,3.05719508
Sypl,2.454954955,2.046493897,2.60525829,1.60601371
Sytl2,1.855855856,2.650428834,3.42985727,2.05884589
Tab2,1.6875,2.399678219,3.45379101,1.95064622
Tacc3,1.297297297,6.992257265,10.23554078,4.81036429
Tada1,1.089686099,1.249834442,1.71549702,0.89984522
Taf11,1.180487805,9.355290745,28.31465691,4.55879856
Taf12,1.985221675,4.527344526,7.02904958,2.82151208
Taf1d,1.77,17.024948,33.19478845,9.51819752
Taf9,3.807106599,6.273492364,7.72669655,5.06960333
Tagln,73.83333333,67.97571026,78.49030207,58.32895652
Tagln2,17.50446429,11.27453976,13.28711053,9.64583456
Tank,2.436363636,2.13375109,4.06654336,1.57269642
Taok1,2.273972603,1.182583076,1.54757365,0.88882167
Tap2,1.162679426,3.115519566,4.95791062,2.08076874
Tardbp,5.134328358,6.893093191,9.68985789,4.65297761
Tars,9.540909091,9.929652272,11.9392256,8.348744
Tars2,1.240909091,2.268440504,2.99054022,1.66904315
Tax1bp1,6.495454545,4.256997819,5.18871414,3.54430994
Tbc1d10b,1.119047619,2.328433144,3.95897885,1.44591476
Tbc1d15,1.512562814,7.654507704,12.4301381,4.84397514
Tbc1d2,1.219178082,5.91092151,9.16828749,3.86476974
Tbc1d23,1.716346154,1.940484517,2.56433699,1.4669126
Tbc1d9b,1.550925926,3.425474192,6.96689609,1.62860334
Tbca,3.878923767,1.511713111,1.89360797,1.18919177
Tbcb,5.931818182,8.633940921,11.6376095,6.20959113
Tbcc,1.349282297,1.03543021,1.39973735,0.75269981
Tbl3,2.811659193,3.480853349,4.03044687,2.57930276
Tbpl1,1.803278689,5.025161414,8.10944966,3.35092033
Tbrg1,6.728506787,7.602424015,10.28374583,5.37848897
Tbrg4,1.190045249,1.179258294,1.43008301,0.76118086
Tceb3,5.208737864,5.061332633,6.0795536,4.05340302
Tcerg1,1.237179487,5.016551335,7.96149672,3.01515414
Tcf12,1.894230769,2.482881864,3.23069273,1.89837512
Tcf19,2.626126126,13.6643193,18.1830819,10.13627897
Tcf25,4.431279621,9.717185793,13.87394252,6.71189674
Tcf3,1.548148148,8.519449575,13.33574636,5.4638686
Tcf4,1.095959596,1.089465736,1.5391414,0.77003673
Tcirg1,1.257861635,4.421858869,6.35705575,3.15318082
Tcn2,3.237668161,4.9111585,6.83511276,3.67257301
Tcof1,4.4625,20.02477911,27.0608871,14.86139108
Tdp2,1.439613527,2.196858551,2.93880371,1.65811261
Tead1,3.289719626,3.767069762,4.715883,3.02826116
Tead3,1.165876777,2.341015743,3.09445581,1.70531291
Tecr,7.441964286,5.20910863,8.27334169,3.02873971
Tes,6.321428571,4.981529638,6.02512889,4.14209903
Tex10,1.412429379,6.601764583,10.41748629,4.14036933
Tex261,5.963302752,5.267356956,6.02860237,4.12007245
Tex264,8.589285714,10.34404046,14.72149754,6.98323087
Tfpi,5.201877934,7.37761409,9.81083332,5.37227546
Tfpt,1.45412844,5.207787327,9.14173315,3.03509207
Tfrc,1.465753425,1.571203159,1.9228083,1.09965673
Tgds,1.584821429,3.622768975,5.65047111,2.18798205
Tgfb1i1,7.882352941,5.542412897,7.7652775,4.29886428
Tgfb2,1.862385321,3.225527144,4.10968356,2.49794719
Tgfb3,7.438914027,21.21071947,26.20326224,17.38559087
Tgfbr2,2.911764706,7.340641621,11.06317963,5.58204049
Tgfbr3,1.898617512,2.34199737,3.01977371,1.81980142
Tgif1,1.678733032,1.390545417,1.88929905,1.09292476
Tgoln1,4.520179372,2.843786925,3.49806569,2.31596148
Thap11,1.668831169,5.335514357,8.38255251,3.55040073
Thap3,1.36199095,3.863459286,6.27268397,2.41568712
Thbd,1.509803922,5.440756911,6.12932349,3.45320467
Thbs1,81.58558559,116.6281368,141.90732216,94.62462169
Thbs2,5.45045045,9.455695362,11.37741743,7.63442082
Thbs4,4.513888889,84.89967489,125.11520968,60.32363661
Thoc1,1.236180905,2.142706282,3.75630423,1.3198358
Thoc3,3.098039216,8.029043836,11.82178514,5.74536369
Thoc7,4.452488688,3.738818108,4.57494644,3.03628595
Thop1,2.764705882,5.062619318,6.25571846,3.95943332
Thrap3,1.366197183,7.408269595,12.24524653,4.417105
Thsd7a,1.278301887,4.187068322,5.71293944,3.1508753
Thumpd1,1.401869159,3.519568217,5.42407811,2.23929389
Thumpd3,1.866972477,2.469109829,4.05911501,1.74869546
Timm13,14.68018018,15.42552565,20.19114781,11.53216912
Timm17a,15.00446429,9.136272396,10.77584085,7.77603404
Timm22,3.118181818,4.404240612,6.22513141,3.12787155
Timm44,4.293814433,12.69527737,17.09777411,9.37358296
Timm50,4.922727273,5.18280929,7.10922878,3.87654503
Timm8b,6.785714286,46.60647419,63.09141816,34.73899592
Timm9,1.642857143,3.013325086,3.9256978,2.33606014
Timp2,36.1875,18.85090496,22.02891351,16.42107414
Timp3,26.63392857,27.29745349,32.16799134,23.54591119
Tinagl1,3.040540541,6.796912854,8.62608472,5.43831902
Tiparp,1.859813084,3.244997096,4.2049021,2.51787715
Tipin,1.913636364,4.029202369,5.21725503,3.15718778
Tiprl,2.21559633,1.742950599,2.26270044,1.34269962
Tirap,1.904977376,3.801225697,5.69323681,2.41535959
Tjap1,1.259090909,1.042847134,1.49441606,0.80362875
Tk1,1.443438914,6.812871163,10.25159761,4.80376771
Tkt,4.846153846,10.0143251,13.61155117,7.2918341
Tln1,10.95945946,14.8800395,19.71053479,11.13263041
Tln2,2.550925926,4.746825053,6.02462897,3.77526736
Tm2d1,3.771300448,3.257142964,6.00494855,1.5796913
Tm2d2,5.491071429,6.360777959,9.63717504,4.03129363
Tm2d3,3.693989071,10.48609617,15.78791639,7.20250748
Tm4sf1,1.243243243,4.252442112,5.78956992,3.18271519
Tm7sf3,1.090909091,1.086292069,1.50348014,0.77134095
Tm9sf2,5.726027397,6.867568305,10.23868349,4.46522753
Tm9sf3,6.522321429,3.817839294,5.79302254,3.00216355
Tm9sf4,3.677570093,2.620770988,4.80041313,1.61815636
Tmbim1,2.520737327,2.247896304,2.836094,1.7803461
Tmbim6,15.61434978,12.55687671,17.2181858,8.88177663
Tmco3,1.603603604,3.017761703,6.24228788,1.37275093
Tmed1,3.34841629,3.585592958,4.45972755,2.8991211
Tmed10,10.62946429,7.231285052,10.42792756,4.84291784
Tmed3,9.861607143,9.187311135,12.61522035,6.61844384
Tmed4,2.932126697,4.200247323,7.14483985,2.34915595
Tmed5,3.662162162,2.183840789,2.72043778,1.72945008
Tmed7,3.374429224,2.807214941,3.49291435,2.26020155
Tmed9,19.26851852,24.5653132,30.82224421,19.39787447
Tmem101,2.006711409,19.88569017,48.25076852,9.84185176
Tmem106b,1.628959276,2.629833794,5.19492634,1.18047936
Tmem109,4.497674419,4.338357915,5.35639389,3.53380328
Tmem11,2.876777251,12.45723068,18.27653246,8.67027323
Tmem119,1.578475336,3.178069689,4.14100011,2.43388055
Tmem120a,4.080357143,2.882357762,3.55675435,2.34139226
Tmem123,3.869955157,3.938925928,6.75873325,2.17125718
Tmem126a,6.85520362,5.182761668,6.2235914,4.31521285
Tmem129,1.134259259,1.147966985,1.57874776,0.83387327
Tmem132a,2.102325581,3.7749544840000002,5.98140072,2.19972489
Tmem134,3.2,5.408015318,7.83173782,3.78041538
