gene,mean_exprs,bs,bs_conf_ul,bs_conf_ll
0610007P14Rik,2.158371041,2.40009221,4.3841554,1.2724961
0610009B22Rik,3.788018433,5.434186943,8.10707041,3.4601284
0610012G03Rik,8.1,65.73122159,156.0722395,29.69440413
0610031J06Rik,14.72767857,5.927704028,7.03964378,4.81366807
1110004E09Rik,1.597560976,7.80411059,12.23979574,5.12913625
1110007C09Rik,4.110047847,7.303163297,9.83055711,5.26818993
1110037F02Rik,2.596330275,2.757650746,3.51205044,2.19797206
1110038B12Rik,3.22972973,7.511483769,12.61778535,4.36102741
1110038F14Rik,1.624413146,3.19247538,5.84580204,1.63012268
1110051M20Rik,1.081632653,3.161745862,4.91713255,2.1871233
1110058L19Rik,4.40990991,6.546859935,9.7496634,4.28154747
1110059E24Rik,1.156398104,1.536560126,2.06031823,1.11329654
1500011B03Rik,1.957943925,3.390748086,5.11653208,2.21822162
1500012F01Rik,2.258883249,14.10115125,24.75063258,8.55343994
1600014C10Rik,1.339366516,1.689972161,3.16058146,1.09231292
1700020I14Rik,1.534562212,10.71900516,24.73596222,5.77572115
1700021F05Rik,2.294930876,3.846627031,4.92498947,3.02920429
1700037H04Rik,2.079069767,2.681357979,3.46175192,2.02279122
1700123O20Rik,3.891891892,3.61585045,4.48262173,2.94336946
1810013L24Rik,2.27014218,4.20376171,5.39570378,3.3059272
1810037I17Rik,5.831818182,5.166672063,6.2645633,4.28985486
1810043H04Rik,2.486238532,1.859597144,2.3641685,1.43399531
1810055G02Rik,3.247706422,3.096704395,4.94446596,2.23503971
1810058I24Rik,7.450892857,3.634704719,4.41460061,2.94743114
2010012O05Rik,1.720183486,1.953098328,2.92250894,1.36712174
2010107E04Rik,16.52232143,5.689858355,6.72722143,4.82757749
2200002D01Rik,4.264705882,17.70408825,23.01950168,13.6582508
2210016F16Rik,4.640909091,13.53047614,19.14817002,9.49616168
2210016L21Rik,3.095454545,2.986584927,5.14125194,2.166213
2310009A05Rik,2.319634703,4.574797385,8.15106895,2.48940746
2310011J03Rik,1.893518519,3.929730073,6.19146998,2.46059763
2310022B05Rik,9.651785714,6.350043027,7.56787098,5.36111743
2310039H08Rik,1.771300448,2.231406914,3.71181814,1.54719922
2410002F23Rik,1.009756098,2.125242658,3.81480575,1.25688171
2410006H16Rik,7.677130045,4.554248219,5.48223898,3.54044754
2410015M20Rik,10.15625,6.343751966,7.39005342,5.22441862
2610001J05Rik,5.837837838,2.883391347,3.52839284,2.351936
2610203C20Rik,2.014492754,3.801705412,5.8510105,2.29944907
2610507B11Rik,2.141552511,1.733182249,2.18679737,1.30131352
2700029M09Rik,1.238317757,1.795842422,2.35228436,1.32789431
2700081O15Rik,1.67032967,4.978786023,6.80992009,3.71286901
2810004N23Rik,1.684931507,3.139896979,4.81465125,2.23687307
2810008D09Rik,1.190909091,2.257295643,3.99438684,1.49056859
2810025M15Rik,1.195454545,1.075104046,1.46574881,0.77471217
2810474O19Rik,1.024509804,3.308374089,4.9164345,2.60002587
2900026A02Rik,1.074766355,2.773644903,3.79996329,2.05635127
3110040N11Rik,1.201877934,1.82307377,2.46863042,1.34923982
3110082I17Rik,1.82038835,6.184833981,8.93340317,4.23208714
3830406C13Rik,2.038647343,2.226823389,4.38022416,1.13268937
4833439L19Rik,2.049107143,1.501505381,1.95576365,1.14372942
4930453N24Rik,1.291457286,3.802084597,6.42318462,2.30721968
4933426M11Rik,1.452229299,4.349417505,7.09045452,2.58646428
5730409E04Rik,1.721973094,2.300764225,4.05032498,1.54001333
6030419C18Rik,1.542288557,2.165580448,2.87024387,1.62627678
9030617O03Rik,1.131067961,1.770813895,2.43174337,1.31430095
9030624J02Rik,2.752293578,2.978815597,5.05429959,1.68449657
9130401M01Rik,1.111111111,2.590060056,3.9542853,2.10667407
9230114K14Rik,1.316742081,1.918614365,3.23558893,1.34989653
9430016H08Rik,1.802083333,6.193552603,12.37795227,3.20243669
9530068E07Rik,6.436936937,4.798077826,6.88988891,3.51890948
A230046K03Rik,1.627659574,6.352030884,10.59738957,3.83490297
A430005L14Rik,1.725490196,4.679021696,6.90484734,2.9781109
AI314180,1.664864865,4.223483324,6.50425212,2.57699263
AI413582,4.291479821,5.773100763,8.51424942,3.81785428
AI462493,5.371428571,5.850419614,9.14717338,4.69638614
AI837181,1.464285714,1.241235778,1.66035886,0.91526118
AK010878,1.737556561,2.531587265,3.21965336,2.00201767
AU022252,1.875,2.672320609,4.20323455,1.88008292
AU040320,1.783410138,2.983878672,3.90127348,2.30300121
AW549877,2.107142857,2.499831684,3.94326004,1.65370884
Aacs,1.757142857,3.379848246,4.42624148,2.59814156
Aagab,1.210280374,3.740761698,11.19315669,1.60701158
Aamp,10.9321267,12.9386624,16.61322388,10.20280953
Aars,7.253521127,10.04277944,14.32850214,8.21524364
Aarsd1,1.075117371,2.959253629,4.06575264,2.18593818
Aasdhppt,2.753623188,2.876194313,3.64448294,2.20686856
Aatf,1.311627907,2.835420154,5.11606028,1.4551254
Abcc1,2.590697674,3.610380132,4.48204423,2.82223114
Abcc5,1.533980583,5.655132063,9.123782,3.49558695
Abcd3,1.242152466,2.87210291,5.01752492,1.53412725
Abce1,3.971962617,3.999317695,4.92378919,3.24595467
Abcf1,4.74537037,6.649424005,9.92287533,5.24113137
Abcf2,3.657407407,5.981473283,8.50032459,4.01803785
Abcf3,2.280487805,9.849625074,13.93860146,6.863961
Abhd11,1.086363636,3.684141634,7.98388074,1.83914931
Abhd12,1.62037037,2.500115035,4.70294714,1.17970586
Abhd16a,1.333333333,1.024853156,1.30008632,0.69369097
Abhd4,3.726457399,2.3851833,2.94428132,1.92532705
Abhd5,1.188073394,3.343093225,5.4566779500000004,1.94609415
Abi1,4.333333333,4.199427025,6.15704359,2.92033504
Abi3bp,15.3963964,17.28761445,21.74947238,12.56673673
Abl2,1.225961538,1.67885565,2.24061177,1.2224484
Abr,1.071428571,4.435480476,11.68950239,2.39939601
Acaa1a,3.291666667,3.363461477,4.17453221,2.72365487
Acaa2,1.310344828,1.938091091,3.44712428,1.34431988
Acad8,1.043243243,6.531597147,10.23291046,4.12090812
Acad9,1.033018868,3.970703736,9.93631971,1.86488967
Acadl,2.588235294,3.222270876,4.67610706,2.23788724
Acads,2.165178571,3.854330555,5.73948243,2.46987513
Acadsb,1.736363636,2.72846571,5.39519997,1.19941384
Acap3,1.115207373,1.572807756,2.13742855,1.15486477
Acat1,3.830275229,3.317541778,4.09314451,2.67489517
Acat2,2.161290323,2.742428326,3.40753663,2.10805553
Acbd3,1.964285714,3.722020043,10.79193097,3.6683786
Acbd6,1.497560976,2.592884433,4.28219181,1.57183205
Acd,2.046296296,2.516943019,3.12288443,1.88736311
Acer3,2.8,3.396767344,3.98336013,2.5145291
Acin1,3.913705584,13.10266331,18.44146321,9.31975977
Acly,3.524271845,4.19545098,5.23325959,3.38305472
Aco1,1.255813953,1.6748056629999999,1.82533737,1.00519747
Aco2,2.288990826,2.32855503,2.971649,1.77130334
Acot13,1.413461538,3.823761047,5.58105862,3.09206596
Acot7,2.42081448,5.037472836,6.42560621,3.99198172
Acox1,1.470319635,1.380092611,1.88213588,0.96703189
Acp2,1.23923445,1.810258922,4.30241049,0.94416845
Acsl5,3.069124424,4.618051162,6.73058538,3.05033191
Acta1,13.2184466,160.9869285,240.41720142,132.13775266
Acta2,136.2633929,109.7278249,127.1863566,95.60374802
Actg2,18.22169811,167.39407,226.64507394,127.09827716
Actl6a,1.780952381,2.003558831,2.54755382,1.48454628
Actn1,41.70535714,30.50846355,43.36587249,27.09225503
Actn4,21.64705882,21.24424679,26.3637465,16.90419664
Actr10,5.846153846,4.837233654,5.88839187,3.97900787
Actr1a,4.403587444,3.724704012,6.49247876,2.94069431
Actr1b,3.076923077,3.517261447,5.48102985,2.21784512
Actr3,6.277272727,4.365857088,6.41585957,3.18475211
Acvr1,1.052325581,3.604723256,6.66035122,1.90465901
Acyp2,1.126696833,2.264098855,2.95031205,1.63913003
Adam10,1.626436782,3.651907219,4.82026874,2.68589759
Adam12,3.179245283,2.970069985,3.72091086,2.3755163
Adam15,2.235023041,3.692485908,4.4082554,2.72290626
Adam19,5.090497738,5.762206719,7.90428733,4.15703336
Adam9,5.919282511,4.504351568,5.22609623,3.5481399
Adamts1,3.383495146,22.90795479,31.57911439,16.11193962
Adamts12,1.217391304,2.610726203,3.43344142,1.90943836
Adamts2,1.657276995,6.771633282,9.91755002,4.56350556
Adamts5,10.14418605,22.39300352,29.2227579,19.48848309
Adamtsl1,1.554545455,4.339243315,5.73432731,3.33523211
Adamtsl5,1.343915344,2.123909238,2.89439959,1.56450402
Adcy6,1.252293578,3.067615801,4.81309446,2.11527199
Add1,2.782407407,2.536341519,4.84733352,1.37321835
Adh5,3.035714286,2.626340217,4.44537405,1.61850932
Adipor1,6.1875,4.005601071,6.62904947,2.22468256
Adipor2,2.545023697,6.931797018,9.85224536,4.79921986
Adk,10.82110092,8.009556343,9.56667515,6.74763936
Adnp,2.402777778,31.09335412,62.77475485,16.82434142
Adpgk,1.364485981,1.552931801,2.00627,1.10818878
Adra1d,2.004694836,3.328992559,5.14442671,2.08000868
Adrbk1,1.216494845,2.176600083,2.96803064,1.60435862
Adss,2.145454545,1.584614612,2.0414633,1.21424923
Aebp1,32.61434978,25.80591119,30.19479472,22.25048729
Aebp2,1.986238532,2.535850479,3.26322937,1.97676231
Aen,4.748743719,10.46215899,13.73152455,8.06980371
Aes,6.247747748,2.067157749,2.56733532,1.58077868
Aff1,4.081521739,17.67276319,27.57700618,10.46973
Aff4,2.209150327,8.157759865,13.35285824,5.06802789
Afg3l1,1.34841629,1.140998954,1.52691477,0.83228997
Afg3l2,2.918181818,3.945232718,4.95101529,3.16340776
Aga,3.194444444,3.790696244,5.87510447,2.34079861
Agfg1,2.018867925,3.215348727,5.93161484,1.5576302
Aggf1,1.254545455,2.33022231,3.11060813,1.75923371
Agpat2,1.051886792,1.907081492,3.80602567,0.9432985
Agpat3,1.050251256,1.735841422,2.38621758,1.25455583
Agpat4,1.359375,3.292163211,4.51675192,2.45930882
Agpat5,1.69035533,3.198067855,5.077809,1.85437898
Agpat6,3.990740741,3.726967214,4.62585405,3.01396405
Agps,1.618556701,2.379058639,4.17921875,1.58386616
Agtr1a,1.004504505,3.082755858,4.22722856,2.26311097
Agtrap,1.982142857,4.256314057,6.72300318,2.65173281
Ahctf1,1.269430052,5.317290721,10.52286518,2.76502828
Ahcyl1,7.008695652,30.03193117,44.29683869,20.6619377
Ahnak,33.15625,17.2603271,20.03652831,14.85481559
Ahsa2,1.845238095,13.31225512,26.66068748,7.84600082
Aifm2,1.247619048,3.557299964,5.83400698,2.03939562
Aimp1,2.25,3.006179395,5.45238498,1.42044014
Aimp2,3.97,5.053843307,6.36519098,4.05622194
Aip,2.326923077,5.399978718,7.49098457,3.88429269
Ak2,7.560538117,7.248160658,8.70314359,6.08148564
Akap11,1.272727273,1.94531283,2.57965827,1.4554901
Akap12,6.067264574,6.098193082,7.26331511,4.98690058
Akap13,1.739910314,1.033157113,1.38335744,0.79024556
Akap2,7.269406393,10.78956073,14.14852764,7.98297399
Akap8,2.514563107,5.129128513,6.60121293,4.00041444
Akap9,3.142180095,5.881736865,9.09453175,4.7081348
Akirin1,2.843137255,9.055697221,12.64753273,6.36861367
Akr1b8,3.301507538,5.161853159,6.55935638,4.16247479
Akr7a5,1.456730769,2.000191147,2.64614301,1.45942612
Akt1,6.497652582,6.778020285,8.09509031,5.52206757
Akt1s1,3.347031963,3.652940081,5.95129648,2.20106777
Alas1,4.599099099,4.966085718,7.4735733,3.67735744
Alcam,1.03286385,1.889669799,2.46941725,1.3479623
Aldh18a1,6.834080717,7.191622182,10.0717929,4.81564974
Aldh2,2.962962963,3.645446522,4.3154224,2.75463272
Aldh7a1,5.495535714,4.39006002,5.32381766,3.62543568
Aldoa,30.79017857,20.97579988,24.57060962,18.12436728
Alg3,1.485294118,3.453517625,5.82537201,2.1032629
Alg5,3.486111111,3.560553433,4.41272438,2.76655576
Alg8,1.183098592,2.072071252,3.74761782,1.20448067
Alkbh3,1.426605505,2.387381555,4.19805873,1.39962694
Alkbh6,1.641255605,3.579115146,6.08982129,1.98372316
Amdhd2,3.471962617,9.864492211,13.18972753,7.28750562
Amfr,2.725225225,2.578735359,3.18025905,2.02931279
Amotl1,4.367647059,6.55565001,8.70689888,5.14862529
Ampd2,1.812206573,2.271860408,3.94506849,1.39633253
Ampd3,3.436363636,3.716211418,4.59561568,2.8446398
Amz2,1.014851485,1.506370464,2.09163053,1.07709114
Anapc1,1.855140187,3.533152549,5.90611402,2.09349286
Anapc16,4.758928571,2.683055002,3.29925342,2.18275556
Anapc2,3.443877551,11.01236167,18.3313335,6.69265039
Anapc4,2.023809524,3.335666705,5.7618415,1.95062091
Anapc5,3.831818182,4.956373147,7.22773309,3.18153236
Anapc7,1.685185185,13.72804073,22.00505828,8.80361218
Angptl2,25.91928251,22.34059774,26.1867119,19.20836186
Angptl7,7.762626263,245.5058915,394.10229702,159.63880385
Ankhd1,3.107142857,9.120030625,12.06575834,7.03466139
Ankra2,1.046728972,1.539236802,4.69097785,0.66491441
Ankrd11,4.240196078,11.65581366,15.46954992,8.68199344
Ankrd12,1.952830189,2.827459532,3.66593592,2.19341906
Ankrd13a,1.386934673,1.769543873,2.21374299,1.21504358
Ankrd17,6.068807339,4.861481086,5.89927648,4.01666414
Ankrd27,2.258215962,6.000406233,9.60816031,3.70916908
Anks3,1.068062827,3.602251711,5.69751883,2.29532485
Anln,1.582568807,8.820703782,12.26830327,6.53621976
Ano10,1.560747664,2.810632169,4.50847848,1.73344998
Ano6,3.159624413,6.229059733,8.88775186,4.19243367
Anp32a,3.341463415,5.703949636,7.86343982,4.20551438
Anp32b,2.186602871,1.412954561,1.81759174,1.05774764
Anp32e,2.132352941,12.28030008,19.16093523,8.10753664
Antxr1,4.301886792,7.214720438,9.00504261,5.84956223
Antxr2,1.047619048,1.476754005,2.00855521,1.07141815
Anxa1,53.11160714,28.41101329,32.95449528,23.87273735
Anxa2,33.0941704,23.68963759,27.69694522,20.41400642
Anxa3,28.62946429,27.89042256,35.72311184,22.318326420000002
Anxa4,4.410958904,3.614438859,4.43656408,2.94756785
Anxa5,19.49553571,11.98957012,14.08769839,10.27021448
Anxa6,17.91479821,19.57633457,23.1050147,16.13763423
Anxa7,2.910313901,2.687391049,3.3361943,2.11925432
Anxa8,13.00896861,17.54257876,21.00001442,14.79157171
Ap1s1,9.756756757,9.123299168,11.9716096,6.67742372
Ap2a1,1.661904762,3.10524686,2.85048477,1.64702683
Ap2b1,4.193693694,2.987912275,3.54131544,2.33424565
Ap2m1,5.585714286,11.64017532,15.28915771,8.78441733
Ap2s1,6.417040359,2.943727668,3.57284667,2.41289673
Ap3d1,4.845454545,8.263115361,11.38587928,5.92783015
Ap3s2,2.260089686,2.810548723,3.2593263,2.0088696
Apaf1,1.387850467,2.864855968,4.68223166,1.69627167
Api5,2.058536585,11.82899697,29.08012511,5.58069076
Apip,1.502262443,4.19378846,6.94429463,2.45948592
Apitd1,1.359090909,7.279060331,12.48330767,4.46554695
Aplp2,5.688372093,4.475311574,5.38130052,3.63030051
Apoa1bp,5.929245283,10.34395629,14.60399287,7.22474067
App,14.04910714,8.13129252,9.5775621,6.93474594
Appbp2,1.367088608,3.805387315,5.8497638,2.57340431
Appl1,1.180094787,1.245337107,2.78853465,0.7698873
Aprt,11.13839286,4.751558697,5.44195964,3.85337269
Aqp1,2.072072072,10.39967563,13.98325394,7.93636411
Arcn1,3.194444444,3.243519168,5.30135665,2.41048954
Arf2,2.058823529,1.084981292,1.43331696,0.80611698
Arf3,1.907407407,1.727065299,2.24677798,1.33525112
Arf4,11.08482143,3.267317538,3.90114624,2.73618606
Arf6,3.27184466,3.55091101,5.55957009,2.3004989
Arfgap1,1.872641509,5.151062208,7.79071789,3.31860256
Arfgap3,1.939655172,23.17193747,36.80893635,14.93380555
Arfgef2,1.538834951,3.467976442,4.63410906,2.63279911
Arfip1,2.055555556,2.291675244,3.93066966,1.45573009
Arfip2,1.309178744,7.679389907,14.09591644,4.58179607
Arhgap1,4.946428571,6.017725902,8.3254444500000009,3.92859898
Arhgap10,1.463054187,2.230610468,4.57441047,1.08231333
Arhgap12,1.685,11.01330418,18.53900833,6.87436394
Arhgap21,2.223255814,2.911826864,3.65825975,2.28199049
Arhgap23,1.246445498,1.528997732,2.05998361,1.12712482
Arhgap24,1.097222222,1.073178799,1.48821943,0.76687031
Arhgap29,1.816037736,2.979037693,3.86858883,2.31389248
Arhgap42,1.887850467,3.106161672,3.93174308,2.35310473
Arhgdib,2.540540541,5.198330837,6.60757837,4.13420362
Arhgdig,1.0657277,4.981111315,8.41141079,3.10957497
Arhgef1,1.221198157,1.440541904,1.95228952,1.05202131
Arhgef12,1.620879121,2.88373433,3.73407193,2.12006773
Arhgef17,2.306603774,6.297764689,8.80157546,4.42254344
Arhgef25,3.285714286,5.653127661,7.12421062,4.56370272
Arhgef40,1.201298701,6.175290982,9.4510168,3.89133987
Arid4a,1.076530612,4.043026784,6.40670254,2.35420783
Arid4b,1.226130653,4.811714013,7.25313165,2.97908657
Arid5b,2.297169811,5.347079134,8.42092517,3.30916131
Arih1,1.414141414,2.953958338,4.8055018,1.9273379
Arih2,1.260663507,1.666090647,2.17632497,1.19321735
Arl2,3.761261261,2.924232204,3.61776528,2.37078369
Arl2bp,1.80733945,2.100618194,4.61201079,1.38105098
Arl4c,2.476923077,5.072766032,6.56527164,3.97368352
Arl5a,4.848214286,4.158382559,4.90499838,3.38193326
Arl6ip1,3.254545455,4.81475079,5.90913109,3.83725962
Arl6ip4,5.927631579,30.50830736,41.61703725,22.58557141
Arl6ip5,13.49099099,7.949489124,9.37118524,6.73161833
Arl8b,3.594339623,4.505454103,6.87876899,2.69616897
Armc1,2.28440367,4.953540401,7.5177899,3.24553598
Armc5,2.107438017,45.86409555,166.68915346,19.56926438
Arpc1a,3.683937824,10.09353231,14.75886622,6.84967353
Arpc1b,24.78125,34.22476313,42.22814359,27.55929969
Arpc2,12.84090909,38.01684729,69.96998563,23.62782482
Arpc3,5.098214286,1.918326348,2.46723382,1.60745732
Arpc4,16.89545455,12.35150138,18.55755318,10.60888698
Arpc5,17.00892857,10.91921766,12.85628733,9.33665439
Arpc5l,2.693396226,1.278261216,1.67049667,0.96511307
Arpp19,16.56284153,47.47137128,59.17389053,38.26020678
Arsb,1.259090909,1.957214877,2.61059741,1.46504227
As3mt,1.903225806,2.509954462,3.21045724,1.92875809
Asah1,7.802690583,7.408215655,10.09827076,5.22189427
Asap1,4.787735849,10.13728809,13.64019705,7.41379961
Asb6,1.431818182,1.715351805,2.27192385,1.28299028
Asb8,1.324200913,1.459688579,1.91231254,1.07017367
Asf1a,1.764705882,3.568613164,5.73497952,2.14825341
Asf1b,1.405529954,15.52086359,22.94615801,10.60206505
Ash1l,1.415841584,2.21286976,2.80704654,1.56960755
Ash2l,3.6,14.46196926,23.45296167,8.84406972
Asl,1.561085973,2.444588817,3.21213176,1.86833954
Asns,10.36607143,10.87435523,13.50479052,8.00850885
Asnsd1,1.621052632,2.845793403,5.98540063,1.65125534
Asph,3.871559633,4.44496949,4.37763173,2.89393841
Atad1,1.677130045,1.269350208,1.67913054,0.94558351
Atad2,1.649769585,2.184593945,2.71873358,1.6472738200000001
Atad3a,1.615384615,1.954301124,3.64197351,1.06875534
Ate1,3.113122172,4.001475906,4.78018711,3.09463171
Atf4,4.703883495,10.47998865,14.59709437,7.42884014
Atf5,7.748717949,19.17103758,24.66930096,14.76833375
Atf6,1.702830189,3.485396809,5.37475322,2.18178408
Atg10,1.089686099,3.718892446,6.11761856,2.17843067
Atg12,1.965346535,2.349850545,4.09469943,1.41912823
Atg16l1,1.256038647,1.87004283,2.44751502,1.33728033
Atg3,1.275862069,36.75782288,130.53741913,12.371394220000001
Atg7,1.004672897,3.443274629,8.20164305,1.61370147
Atic,3.22972973,3.01476614,3.73845286,2.41636228
Atl2,1.127272727,12.52134377,26.73172221,6.46952626
Atl3,1.47761194,2.142046226,2.85947617,1.56235987
Atoh8,2.747706422,5.264547684,7.61428255,3.44347743
Atox1,10.01339286,4.069702824,6.10820287,2.91771386
Atp11a,2.539906103,2.198045009,2.81146556,1.73318519
Atp13a1,1.796703297,5.966970831,9.33383852,3.70007567
Atp13a3,2.468181818,1.947451141,2.37751892,1.4646759
Atp1a1,8.870466321,15.04253994,19.89078418,11.19070859
Atp1b3,5.004504505,5.654630318,8.38733854,3.73199001
Atp2a2,5.619266055,6.693507777,9.60816035,4.50017977
Atp2c1,2.163636364,1.407259127,1.82415056,1.07742266
Atp5a1,16.85201794,10.45534609,12.33732346,8.91893413
Atp5b,17.59009009,9.514659904,12.89703327,7.11460177
Atp5c1,17.49553571,11.13364416,13.10466656,9.51185777
Atp5e,13.12053571,11.95575262,16.82778148,8.20096044
Atp5f1,11.22869955,5.532403802,6.51424248,4.62032866
Atp5g3,11.19369369,5.094269177,6.06256781,4.29541276
Atp5j2,14.03139013,5.220363134,6.13826218,4.38889093
Atp5l,30.78082192,89.49071578,122.22016392,65.3857755
Atp5o,9.825892857,4.596562782,5.29005344,3.72330532
Atp6v0a1,1.775784753,2.356875612,4.16769055,1.24823541
Atp6v0a2,2.110552764,6.532965382,9.50031687,4.37215475
Atp6v0b,6.113122172,2.984710932,3.69401225,2.49588673
Atp6v0d1,2.6367713,1.466708243,1.8766444,1.13727539
Atp6v1a,7.40625,6.14543721,8.81249987,4.11063777
Atp6v1b2,2.027027027,2.747172173,6.95447279,1.17099044
Atp6v1c1,3.245454545,6.797576935,11.05878572,4.10695584
Atp6v1d,4.443438914,3.987044423,6.32839759,3.0106685
Atp6v1e1,5.480952381,8.692692492,11.84643482,6.25829681
Atp6v1h,1.886363636,1.211947937,1.39560635,0.782405
Atp8b2,1.184079602,1.605612284,2.74992285,1.01831612
Atpaf2,1.139423077,1.531104223,2.82978267,0.97641602
Atpif1,30.25892857,12.63787073,14.46498468,10.70575299
Atxn10,3.223300971,2.69952833,3.27371774,2.08047693
Atxn7l3b,5.03196347,6.972347128,8.55240444,5.73152748
Auh,1.772727273,2.539846871,3.21325594,1.92248589
Aup1,3.836448598,6.754234781,9.42128532,4.61059827
Aurkaip1,6.698198198,3.233822797,3.71630417,2.52292417
Avpi1,3.800904977,5.494433579,7.44536343,3.71740217
Avpr1a,1.299065421,5.087502188,6.36647164,3.48316241
Axl,15.33482143,6.603728655,7.79580652,5.63842082
Azin1,1.453846154,17.12688185,33.95252275,9.72254918
B2m,8.290178571,4.046016291,4.83489605,3.39842383
B3galnt1,1.600917431,1.418702682,1.91323119,1.09497928
B3gat3,1.355450237,1.293229928,1.72617659,0.95449668
B3gnt1,1.731132075,3.896510848,6.69311475,2.2711293
B4galt2,2.457746479,16.71040144,30.74117373,9.97577937
B4galt5,1.75,1.84270516,2.22889948,1.3132703
B9d1,2.310502283,2.80148599,4.55321117,1.72650753
BC003965,1.47826087,2.499380862,5.32187093,1.05370194
BC004004,5.049773756,3.784439954,5.94191229,2.67256102
BC005624,1.685863874,4.21168016,5.72818192,2.96168242
BC017643,1.004651163,2.664613208,4.3916023,1.65366993
BC022687,3.014018692,3.255891335,4.07831449,2.50123534
BC029722,1.296511628,6.380625598,10.7692187,3.94974398
BC031181,4.420091324,2.629529796,3.21038549,2.11334613
Bad,2.222222222,1.880083453,2.41751604,1.45664192
Bag2,4.805429864,5.193125691,6.33573671,4.27237473
Bag3,3.00952381,4.177462222,5.18606108,3.31538994
Bag5,1.600938967,4.91265181,7.49113691,3.16470939
Bag6,4.660287081,7.373839296,10.28174016,5.20108985
Baiap2,1.03902439,2.490300633,3.35057165,1.78071561
Bak1,2.894977169,2.423453578,3.14914912,2.01133655
Banf1,13.85585586,9.00804447,10.67744229,7.63900149
Banp,1.040935673,6.928285741,12.21194049,4.08395379
Bap1,1.655813953,2.584816272,4.26066509,1.5756442
Basp1,7.835680751,7.523424355,9.14626259,6.30526696
Bax,16.59821429,19.01124103,23.89149825,14.78111217
Baz1a,1.029761905,2.534332292,3.62228695,1.72949445
Baz1b,2.065326633,3.639072912,4.73784375,2.82413299
Bbip1,3.372093023,5.081485055,7.35359267,3.27585456
Bcap29,1.171945701,1.644294196,3.18484316,0.94210245
Bcas2,3.633484163,3.55649269,4.45125594,2.89026266
Bcat1,3.633027523,4.484224839,5.53392694,3.61171931
Bccip,2.666666667,1.954446895,2.48271817,1.53199748
Bckdha,1.445454545,5.815745039,9.87076158,3.49411251
Bckdk,3.686098655,6.526055998,10.53064111,3.90678288
Bcl2l12,1.184834123,2.329210284,3.22149779,1.7716748
Bcl7b,1.585365854,3.010980631,4.76700833,2.04551728
Bclaf1,3.01,6.670652598,9.87645644,4.36749015
Bcs1l,1.004608295,1.651357535,3.33139665,0.87951939
Bdh2,1.743243243,1.242563093,1.66441693,0.95939793
Bdnf,3.575268817,9.639099813,13.03892812,7.09645048
Bdp1,1.426540284,1.926250667,2.5745421,1.459068
Bet1,2.082568807,4.744829267,6.93317934,3.23456092
Bet1l,1.762790698,2.472870755,3.0918121,1.83875752
Bfar,1.782828283,4.691302235,7.14664106,2.92696001
Bicc1,3.099547511,4.770805681,5.96381165,3.85711921
Bicd2,1.617283951,18.65781228,33.85266149,11.24777093
Bid,2.65470852,5.068202384,7.30713598,3.30005747
Bin1,6.358490566,11.65757742,16.07386583,8.4020158
Birc5,1.091324201,10.18743485,15.29410887,6.9168743
Birc6,1.656410256,2.850843524,3.52058779,2.00611301
Blcap,2.652380952,6.393508939,9.55946558,4.16037753
Blmh,1.006097561,3.749543429,6.23730532,2.22680185
Blvra,1.459090909,1.695172402,2.26059941,1.23404021
Blvrb,4.468181818,7.583052085,10.25565907,5.43024
Blzf1,1.324873096,3.774154362,5.78895833,2.48458575
Bmp1,7.36199095,8.66097526,7.32267135,6.0069447
Bmpr1a,1.945,4.172252879,6.64312347,2.53017323
Bmpr2,2.229299363,14.72545178,26.64938836,8.82802659
Bms1,2.078431373,5.125376549,8.42523759,3.04786362
Bnip3l,3.119791667,5.370201856,6.86210478,4.25122301
Bod1l,3.106976744,6.554186118,8.29594637,5.24424949
Bok,1.701357466,3.546215048,4.5977242,2.75497037
Bola1,3.079710145,12.84215548,19.18818575,8.79751545
Bop1,1.888888889,6.076678,8.82104288,4.10389032
Bpnt1,1.231481481,1.322432782,1.78947868,0.96644444
Bptf,3.468599034,4.955929579,6.43835406,4.10042597
Brd2,4.981132075,6.382358742,7.67279543,5.1084359600000004
Brd3,2.217592593,1.101339545,1.4345339,0.80850939
Brd4,2.012269939,4.960119909,6.72238423,3.70799836
Brd7,3.598540146,18.81838236,26.95792711,13.10057471
Brd8,1.061452514,2.035806869,2.85188819,1.46150419
Brix1,7.153153153,7.965602632,11.10629988,5.4947688
Brwd1,1.202970297,1.625605503,2.21220286,1.17089702
Bscl2,1.240566038,2.570211889,4.65893272,1.32100572
Bsg,53.95535714,29.98147351,40.30464823,21.14679477
Btaf1,1.076555024,1.886651831,2.5357511,1.35190953
Btf3,12.23846154,20.97962722,27.35385483,15.99559535
Btg1,2.340909091,2.245659036,2.84115559,1.76880439
Bud31,4.09009009,2.818217263,4.23856081,1.84069002
Bysl,2.409090909,5.482972255,8.35567513,3.48206892
Bzw1,6.072115385,5.614810853,7.96622919,4.12837593
Bzw2,5.079069767,11.99689038,16.41828696,8.73909072
C1qbp,10.52968037,11.1025614,13.30675615,8.6691414000000009
C1qtnf6,1.82629108,8.18386722,12.38208643,5.42063949
C1rl,1.163461538,5.201713049,7.10183635,3.74537164
Cab39,1.212435233,2.933131971,5.92889228,1.45294349
Cab39l,1.467889908,1.749729536,3.5179508,1.22683205
Cacybp,4.112149533,6.915921494,9.81956596,4.75529616
